stress_axis,stress_level,method,task_success,task_success_ci95,tracking_error,tracking_error_ci95,safety_violation,safety_violation_ci95,asymmetry_error,asymmetry_error_ci95,actuator_energy,actuator_energy_ci95,robust_utility,robust_utility_ci95
thermal_drift,1.0,online_system_id,0.09000,0.02106,0.72650,0.01197,0.33970,0.02023,0.50356,0.01500,1.05826,0.01705,-0.60268,0.03119
thermal_drift,1.0,control_barrier_fault_tolerant_mpc,0.07083,0.01601,0.78614,0.00950,0.42515,0.01239,0.53718,0.01386,0.82366,0.00864,-0.68389,0.02448
thermal_drift,1.0,unscented_kalman_fault_observer,0.08750,0.00699,0.72520,0.00842,0.33363,0.01268,0.49146,0.01517,1.08039,0.01111,-0.59787,0.01068
thermal_drift,1.0,robust_l1_adaptive_control,0.07667,0.01802,0.76628,0.00557,0.39071,0.01399,0.49351,0.01314,0.93626,0.00801,-0.64710,0.02478
thermal_drift,1.0,latent_asymmetry_belief_policy_v5,0.12667,0.02493,0.72937,0.01585,0.34470,0.01930,0.46257,0.01755,1.08419,0.01110,-0.56089,0.03644
thermal_drift,1.0,oracle_asymmetry_state,0.16250,0.02154,0.72085,0.01654,0.34931,0.02412,0.43474,0.01352,1.17586,0.00959,-0.52237,0.03768
intermittent_fault,0.0,domain_randomized_policy,0.06250,0.01583,0.74857,0.00812,0.36161,0.01563,0.68725,0.01291,0.82519,0.00998,-0.68582,0.02439
intermittent_fault,0.0,online_system_id,0.10667,0.02092,0.72895,0.00836,0.33759,0.01718,0.38677,0.00778,1.05503,0.01470,-0.56471,0.02189
intermittent_fault,0.0,control_barrier_fault_tolerant_mpc,0.07333,0.01110,0.78859,0.01036,0.42592,0.01609,0.39880,0.01002,0.82540,0.01132,-0.65867,0.02253
intermittent_fault,0.0,unscented_kalman_fault_observer,0.09500,0.01825,0.72314,0.00979,0.33744,0.01106,0.37874,0.00654,1.08027,0.01328,-0.57138,0.02199
intermittent_fault,0.0,robust_l1_adaptive_control,0.07667,0.00800,0.75527,0.00891,0.38164,0.01070,0.36516,0.00889,0.93658,0.00857,-0.61488,0.01370
intermittent_fault,0.0,latent_asymmetry_belief_policy_v5,0.12750,0.01634,0.71981,0.01261,0.33810,0.01432,0.34913,0.00627,1.09081,0.01332,-0.53291,0.02568
intermittent_fault,0.0,oracle_asymmetry_state,0.18417,0.01797,0.71000,0.00986,0.33479,0.01409,0.33822,0.00768,1.17975,0.00903,-0.47159,0.02422
intermittent_fault,0.2,domain_randomized_policy,0.06834,0.01237,0.74878,0.00922,0.35699,0.01211,0.69999,0.01969,0.82403,0.01783,-0.67997,0.01078
intermittent_fault,0.2,online_system_id,0.09167,0.01311,0.72232,0.01029,0.32098,0.01738,0.39088,0.01178,1.04443,0.01438,-0.56806,0.02387
intermittent_fault,0.2,control_barrier_fault_tolerant_mpc,0.07083,0.00780,0.78069,0.00802,0.41384,0.01278,0.40243,0.01282,0.82265,0.01244,-0.65200,0.01336
intermittent_fault,0.2,unscented_kalman_fault_observer,0.11167,0.02055,0.72323,0.00587,0.33667,0.00624,0.37782,0.01250,1.08007,0.01253,-0.55458,0.02196
intermittent_fault,0.2,robust_l1_adaptive_control,0.08000,0.01505,0.75589,0.00860,0.37613,0.01451,0.36884,0.01507,0.94085,0.01233,-0.61081,0.02207
intermittent_fault,0.2,latent_asymmetry_belief_policy_v5,0.12333,0.02034,0.72594,0.01339,0.33470,0.01699,0.34470,0.01187,1.09291,0.01556,-0.53773,0.03194
intermittent_fault,0.2,oracle_asymmetry_state,0.17750,0.01979,0.70898,0.01458,0.34196,0.01666,0.33735,0.01291,1.17144,0.01239,-0.48131,0.03208
intermittent_fault,0.4,domain_randomized_policy,0.06666,0.01168,0.75662,0.01096,0.37714,0.02439,0.70352,0.01753,0.83628,0.01107,-0.69766,0.02129
intermittent_fault,0.4,online_system_id,0.08167,0.01394,0.73080,0.00832,0.33765,0.00915,0.39015,0.01222,1.04345,0.01417,-0.59048,0.01889
intermittent_fault,0.4,control_barrier_fault_tolerant_mpc,0.07667,0.01260,0.79219,0.01231,0.43571,0.01730,0.41166,0.01118,0.82501,0.00704,-0.66553,0.02145
intermittent_fault,0.4,unscented_kalman_fault_observer,0.09667,0.01619,0.73300,0.00653,0.34253,0.01562,0.37920,0.01491,1.08562,0.01031,-0.57778,0.01838
intermittent_fault,0.4,robust_l1_adaptive_control,0.07917,0.01425,0.77021,0.01083,0.39217,0.01470,0.37108,0.01259,0.94150,0.00742,-0.62682,0.02231
intermittent_fault,0.4,latent_asymmetry_belief_policy_v5,0.11583,0.01344,0.73266,0.00865,0.34777,0.01473,0.34430,0.01347,1.09588,0.00503,-0.55558,0.02159
intermittent_fault,0.4,oracle_asymmetry_state,0.16750,0.01893,0.71642,0.00990,0.34271,0.01785,0.33297,0.01277,1.17762,0.00917,-0.49486,0.02423
intermittent_fault,0.6,domain_randomized_policy,0.06167,0.01424,0.74377,0.00887,0.36250,0.01369,0.70005,0.00918,0.82254,0.01419,-0.68793,0.01947
intermittent_fault,0.6,online_system_id,0.07750,0.01194,0.72713,0.01165,0.34066,0.01674,0.39069,0.01072,1.04849,0.01803,-0.59598,0.02205
intermittent_fault,0.6,control_barrier_fault_tolerant_mpc,0.06667,0.01481,0.78876,0.01071,0.42304,0.02128,0.40829,0.01038,0.82744,0.00859,-0.66666,0.02346
intermittent_fault,0.6,unscented_kalman_fault_observer,0.08583,0.01790,0.72880,0.01092,0.34506,0.02679,0.38497,0.01229,1.08776,0.01185,-0.58962,0.02658
intermittent_fault,0.6,robust_l1_adaptive_control,0.08250,0.00824,0.76053,0.01107,0.38854,0.01758,0.37527,0.01193,0.93781,0.01173,-0.61802,0.01454
intermittent_fault,0.6,latent_asymmetry_belief_policy_v5,0.12583,0.01730,0.73277,0.01152,0.35470,0.02043,0.35137,0.01399,1.09699,0.00888,-0.55100,0.02330
intermittent_fault,0.6,oracle_asymmetry_state,0.15833,0.02361,0.71927,0.01151,0.35053,0.01472,0.34434,0.01347,1.18289,0.01064,-0.51205,0.03072
intermittent_fault,0.8,domain_randomized_policy,0.07917,0.01583,0.75407,0.01430,0.36104,0.01541,0.69988,0.01823,0.83727,0.01824,-0.67452,0.02776
intermittent_fault,0.8,online_system_id,0.08167,0.02134,0.73374,0.01382,0.34143,0.01925,0.39581,0.01464,1.04578,0.01931,-0.59570,0.03300
intermittent_fault,0.8,control_barrier_fault_tolerant_mpc,0.06667,0.01501,0.78453,0.01083,0.41878,0.01593,0.41031,0.01245,0.82296,0.01401,-0.66293,0.02186
intermittent_fault,0.8,unscented_kalman_fault_observer,0.10250,0.01400,0.72516,0.01141,0.33318,0.02111,0.38693,0.01528,1.07623,0.01316,-0.56452,0.03050
intermittent_fault,0.8,robust_l1_adaptive_control,0.07083,0.01583,0.76195,0.01458,0.38173,0.02355,0.37270,0.01298,0.93706,0.01449,-0.62621,0.03208
intermittent_fault,0.8,latent_asymmetry_belief_policy_v5,0.13417,0.01829,0.72399,0.00891,0.34643,0.01252,0.35713,0.01676,1.09413,0.01222,-0.53553,0.02184
intermittent_fault,0.8,oracle_asymmetry_state,0.17917,0.02287,0.70766,0.01496,0.33104,0.01950,0.34336,0.01569,1.17876,0.01296,-0.47517,0.03325
intermittent_fault,1.0,domain_randomized_policy,0.06333,0.01792,0.75851,0.01227,0.37434,0.02119,0.70372,0.02181,0.83778,0.01022,-0.69987,0.02570
intermittent_fault,1.0,online_system_id,0.09500,0.01147,0.73338,0.01356,0.33911,0.02389,0.40487,0.01297,1.04804,0.01635,-0.58282,0.02702
intermittent_fault,1.0,control_barrier_fault_tolerant_mpc,0.06083,0.01219,0.78198,0.01211,0.41759,0.01805,0.42064,0.01641,0.81938,0.01204,-0.66910,0.02661
intermittent_fault,1.0,unscented_kalman_fault_observer,0.09000,0.02005,0.73364,0.01431,0.34777,0.02046,0.39816,0.01435,1.07801,0.01194,-0.59117,0.03329
intermittent_fault,1.0,robust_l1_adaptive_control,0.07917,0.01506,0.76636,0.01285,0.39191,0.02445,0.38412,0.01417,0.93289,0.00699,-0.62725,0.02378
intermittent_fault,1.0,latent_asymmetry_belief_policy_v5,0.11583,0.01893,0.73493,0.01253,0.35396,0.01592,0.36822,0.01433,1.09049,0.00747,-0.56450,0.02675
intermittent_fault,1.0,oracle_asymmetry_state,0.16167,0.01905,0.72287,0.01549,0.35527,0.02215,0.36052,0.01046,1.17716,0.00884,-0.51591,0.03309
combined,0.0,domain_randomized_policy,0.14833,0.02432,0.64312,0.01216,0.19946,0.01182,0.07599,0.00097,0.72427,0.01165,-0.32999,0.03400
combined,0.0,online_system_id,0.15917,0.01470,0.64049,0.00975,0.19390,0.01252,0.03072,0.00090,0.75022,0.00978,-0.30623,0.02135
combined,0.0,control_barrier_fault_tolerant_mpc,0.13667,0.02181,0.68932,0.01320,0.27444,0.01598,0.03056,0.00106,0.63604,0.00781,-0.38481,0.03328
combined,0.0,unscented_kalman_fault_observer,0.13667,0.01905,0.64693,0.01173,0.20896,0.01406,0.03110,0.00101,0.73806,0.01173,-0.33847,0.02673
combined,0.0,robust_l1_adaptive_control,0.12667,0.02837,0.67432,0.01205,0.24589,0.01283,0.02920,0.00155,0.66342,0.00904,-0.37424,0.03804
combined,0.0,latent_asymmetry_belief_policy_v5,0.17833,0.02025,0.65607,0.01139,0.22304,0.01402,0.02939,0.00141,0.72564,0.00929,-0.30691,0.03016
combined,0.0,oracle_asymmetry_state,0.21250,0.01982,0.66038,0.01262,0.24562,0.01527,0.03419,0.00169,0.72625,0.00642,-0.28718,0.02991
combined,0.2,domain_randomized_policy,0.09750,0.02349,0.68024,0.01194,0.23863,0.01367,0.26302,0.00601,0.76415,0.01381,-0.46519,0.02985
combined,0.2,online_system_id,0.11500,0.02643,0.66030,0.01460,0.22000,0.01751,0.14026,0.00453,0.83999,0.01846,-0.40189,0.04067
combined,0.2,control_barrier_fault_tolerant_mpc,0.11583,0.01861,0.70997,0.01379,0.30675,0.02070,0.14532,0.00389,0.70769,0.01166,-0.46233,0.03194
combined,0.2,unscented_kalman_fault_observer,0.13000,0.01147,0.66601,0.01309,0.23152,0.01554,0.14052,0.00711,0.86850,0.01581,-0.39606,0.02321
combined,0.2,robust_l1_adaptive_control,0.11083,0.02712,0.69847,0.01385,0.27217,0.01813,0.13554,0.00334,0.76676,0.01027,-0.44292,0.03889
combined,0.2,latent_asymmetry_belief_policy_v5,0.17333,0.02020,0.66664,0.01309,0.24771,0.01689,0.13937,0.00446,0.87826,0.01075,-0.36201,0.03009
combined,0.2,oracle_asymmetry_state,0.19083,0.02947,0.65916,0.01406,0.24985,0.01973,0.15166,0.00560,0.91924,0.00776,-0.34552,0.03612
combined,0.4,domain_randomized_policy,0.06667,0.01265,0.72701,0.01126,0.32283,0.01081,0.45467,0.01279,0.80859,0.00834,-0.60874,0.02265
combined,0.4,online_system_id,0.10250,0.01670,0.70472,0.00978,0.29295,0.01183,0.26431,0.00835,0.98072,0.00754,-0.50731,0.02085
combined,0.4,control_barrier_fault_tolerant_mpc,0.08416,0.00708,0.76348,0.01564,0.39342,0.02169,0.27202,0.01130,0.78951,0.00707,-0.59515,0.02119
combined,0.4,unscented_kalman_fault_observer,0.12083,0.02426,0.70357,0.01341,0.30417,0.02077,0.26443,0.01407,1.01757,0.00920,-0.49500,0.03939
combined,0.4,robust_l1_adaptive_control,0.09417,0.01579,0.73694,0.01143,0.34402,0.02222,0.25376,0.01127,0.88487,0.00956,-0.54650,0.02757
combined,0.4,latent_asymmetry_belief_policy_v5,0.15250,0.02411,0.70347,0.00980,0.30949,0.01785,0.24634,0.01140,1.03378,0.00769,-0.46356,0.03267
combined,0.4,oracle_asymmetry_state,0.19000,0.01683,0.69027,0.00902,0.30938,0.01996,0.24527,0.01191,1.10624,0.00770,-0.42280,0.02544
combined,0.6,domain_randomized_policy,0.06167,0.01563,0.75933,0.01085,0.38193,0.01440,0.65412,0.01866,0.83477,0.01448,-0.70029,0.02816
combined,0.6,online_system_id,0.07417,0.01659,0.73796,0.01134,0.35232,0.01216,0.39881,0.01357,1.08637,0.01668,-0.61425,0.02525
combined,0.6,control_barrier_fault_tolerant_mpc,0.07667,0.01307,0.79254,0.01213,0.42191,0.01660,0.40722,0.01413,0.84870,0.01137,-0.65912,0.02177
combined,0.6,unscented_kalman_fault_observer,0.10250,0.01855,0.73140,0.01721,0.34783,0.02623,0.39090,0.01413,1.12205,0.01298,-0.57865,0.03580
combined,0.6,robust_l1_adaptive_control,0.08583,0.02285,0.76970,0.01668,0.39919,0.02645,0.38055,0.01423,0.97649,0.00961,-0.62745,0.04188
combined,0.6,latent_asymmetry_belief_policy_v5,0.13083,0.02932,0.72982,0.01365,0.35146,0.01777,0.35423,0.01388,1.14122,0.00823,-0.54614,0.04491
combined,0.6,oracle_asymmetry_state,0.15750,0.02115,0.72264,0.02138,0.34994,0.02375,0.34522,0.01225,1.24670,0.01234,-0.51834,0.04219
combined,0.8,domain_randomized_policy,0.04250,0.00787,0.82013,0.01736,0.46515,0.02569,0.83747,0.02248,0.88436,0.01311,-0.82989,0.02623
combined,0.8,online_system_id,0.06500,0.01137,0.79334,0.01335,0.42884,0.01587,0.52634,0.01836,1.18337,0.01513,-0.71804,0.01684
combined,0.8,control_barrier_fault_tolerant_mpc,0.05667,0.01351,0.84540,0.01739,0.49170,0.02414,0.53653,0.01478,0.88918,0.01192,-0.76599,0.03273
combined,0.8,unscented_kalman_fault_observer,0.07583,0.01408,0.78196,0.01614,0.41934,0.01765,0.51285,0.01715,1.21150,0.01189,-0.69289,0.02791
combined,0.8,robust_l1_adaptive_control,0.06167,0.01776,0.83112,0.01402,0.47298,0.01894,0.50543,0.01646,1.03354,0.01031,-0.74326,0.02342
combined,0.8,latent_asymmetry_belief_policy_v5,0.09333,0.01394,0.78197,0.01432,0.41946,0.01666,0.45985,0.01705,1.22186,0.01148,-0.66699,0.02552
combined,0.8,oracle_asymmetry_state,0.12417,0.01204,0.77079,0.00811,0.41512,0.01696,0.45086,0.02033,1.33637,0.00950,-0.63167,0.01813
combined,1.0,domain_randomized_policy,0.04000,0.00800,0.85437,0.01561,0.49452,0.01761,1.01340,0.02322,0.90975,0.01489,-0.89589,0.01506
combined,1.0,online_system_id,0.04667,0.01094,0.85378,0.01554,0.49866,0.02315,0.64656,0.02136,1.25116,0.01594,-0.82510,0.02827
combined,1.0,control_barrier_fault_tolerant_mpc,0.04500,0.01690,0.88494,0.02077,0.52595,0.02391,0.65635,0.02120,0.92125,0.00897,-0.83518,0.03524
combined,1.0,unscented_kalman_fault_observer,0.05417,0.01122,0.83617,0.01257,0.47726,0.01649,0.62254,0.02311,1.28500,0.00801,-0.79250,0.02224
combined,1.0,robust_l1_adaptive_control,0.05333,0.01338,0.87692,0.02188,0.52521,0.02940,0.61549,0.02389,1.07837,0.00730,-0.82050,0.03515
combined,1.0,latent_asymmetry_belief_policy_v5,0.06833,0.01497,0.83287,0.02025,0.48107,0.02552,0.56013,0.01953,1.28036,0.00694,-0.76753,0.03468
combined,1.0,oracle_asymmetry_state,0.09917,0.01450,0.81708,0.01667,0.46569,0.02062,0.55180,0.01956,1.41530,0.00831,-0.72511,0.02954
