split,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,2,192,0.11458,0.69762,0.28609,0.18532,1.21339,0.19533,0.17579,0.15738,0.92411,0.09889,0.09538,0.27148,-0.49229
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,3,192,0.15104,0.67757,0.28013,0.18345,1.18911,0.18972,0.18941,0.17743,0.90272,0.10237,0.09747,0.26792,-0.44180
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,4,192,0.11979,0.69025,0.27474,0.18129,1.23356,0.19327,0.17208,0.16475,0.91704,0.09784,0.09684,0.26524,-0.47851
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,5,192,0.11458,0.65939,0.24293,0.19354,1.18171,0.18463,0.20046,0.19561,0.88337,0.10610,0.10129,0.24664,-0.45031
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,6,192,0.16146,0.67247,0.24758,0.18768,1.21893,0.18829,0.19996,0.18253,0.90495,0.10088,0.10098,0.24931,-0.41415
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,7,192,0.14583,0.66115,0.24888,0.19301,1.18496,0.18512,0.19024,0.19385,0.88430,0.10202,0.10432,0.25062,-0.42362
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,8,192,0.16667,0.65733,0.23828,0.19649,1.18399,0.18405,0.19578,0.19767,0.88207,0.09795,0.09972,0.24356,-0.39523
deadzone_saturation_shift,latent_asymmetry_policy_state_v4,9,192,0.16146,0.67762,0.25298,0.20736,1.20326,0.18973,0.20230,0.17738,0.92020,0.10493,0.10378,0.25332,-0.42216
deadzone_saturation_shift,nominal_policy,0,192,0.07292,0.71197,0.28609,0.29231,0.91628,0.19935,0.10371,0.14289,0.94252,0.08440,0.54286,0.34356,-0.56937
deadzone_saturation_shift,nominal_policy,1,192,0.03125,0.72233,0.30692,0.29791,0.84710,0.20225,0.08278,0.13257,0.94624,0.08141,0.57315,0.36015,-0.62486
deadzone_saturation_shift,nominal_policy,2,192,0.04167,0.73471,0.30562,0.29321,0.89189,0.20572,0.08598,0.12003,0.97359,0.08399,0.56407,0.35858,-0.62189
deadzone_saturation_shift,nominal_policy,3,192,0.05208,0.72120,0.30208,0.29019,0.88005,0.20194,0.10367,0.13361,0.94364,0.08406,0.54562,0.35286,-0.59986
deadzone_saturation_shift,nominal_policy,4,192,0.04167,0.72862,0.33371,0.29123,0.91642,0.20401,0.09540,0.12619,0.95257,0.08421,0.56143,0.37490,-0.63616
deadzone_saturation_shift,nominal_policy,5,192,0.06771,0.71018,0.28906,0.29226,0.85516,0.19885,0.11717,0.14468,0.92969,0.08111,0.56591,0.34829,-0.57184
deadzone_saturation_shift,nominal_policy,6,192,0.03646,0.72531,0.28683,0.28727,0.91788,0.20309,0.08643,0.12955,0.96373,0.08463,0.54940,0.34514,-0.61218
deadzone_saturation_shift,nominal_policy,7,192,0.02083,0.70639,0.26879,0.28748,0.85422,0.19779,0.08713,0.14853,0.94141,0.08164,0.56360,0.33649,-0.60527
deadzone_saturation_shift,nominal_policy,8,192,0.05208,0.71839,0.28627,0.29177,0.85206,0.20115,0.10085,0.13652,0.93862,0.08151,0.57115,0.34806,-0.58943
deadzone_saturation_shift,nominal_policy,9,192,0.04688,0.73060,0.28292,0.29293,0.85951,0.20457,0.08810,0.12432,0.97731,0.08172,0.57273,0.34641,-0.60032
deadzone_saturation_shift,online_system_id,0,192,0.09896,0.68562,0.27381,0.17734,1.09944,0.19197,0.16293,0.16938,0.92690,0.09409,0.13302,0.27039,-0.48926
deadzone_saturation_shift,online_system_id,1,192,0.10417,0.68334,0.25130,0.20670,1.03059,0.19133,0.14469,0.17166,0.92969,0.09514,0.13918,0.25739,-0.47002
deadzone_saturation_shift,online_system_id,2,192,0.06250,0.72020,0.29762,0.19019,1.08405,0.20166,0.12211,0.13480,0.95926,0.09429,0.13473,0.28481,-0.55488
deadzone_saturation_shift,online_system_id,3,192,0.10417,0.69672,0.28292,0.19125,1.05984,0.19508,0.15234,0.15828,0.91499,0.09419,0.13726,0.27618,-0.49202
deadzone_saturation_shift,online_system_id,4,192,0.11458,0.69884,0.28330,0.19874,1.10824,0.19567,0.15206,0.15616,0.93787,0.09463,0.13645,0.27605,-0.48896
deadzone_saturation_shift,online_system_id,5,192,0.05208,0.69989,0.25930,0.19514,1.05912,0.19597,0.12447,0.15511,0.93527,0.09320,0.13911,0.26221,-0.53347
deadzone_saturation_shift,online_system_id,6,192,0.11458,0.68395,0.24628,0.18106,1.07599,0.19151,0.16914,0.17105,0.93620,0.09374,0.13670,0.25465,-0.45664
deadzone_saturation_shift,online_system_id,7,192,0.11458,0.67739,0.23512,0.19418,1.04468,0.18967,0.15374,0.17761,0.91350,0.09544,0.14540,0.24909,-0.44673
deadzone_saturation_shift,online_system_id,8,192,0.10417,0.69520,0.27195,0.20095,1.05633,0.19466,0.15331,0.15980,0.92560,0.09374,0.13807,0.26992,-0.48708
deadzone_saturation_shift,online_system_id,9,192,0.09896,0.69221,0.24721,0.19541,1.06318,0.19382,0.14977,0.16279,0.95443,0.09555,0.14205,0.25561,-0.47857
deadzone_saturation_shift,oracle_asymmetry_state,0,192,0.21354,0.66096,0.27827,0.16692,1.27983,0.25117,0.23988,0.19404,0.85547,0.10306,0.04975,0.25996,-0.37021
deadzone_saturation_shift,oracle_asymmetry_state,1,192,0.16146,0.66260,0.25725,0.22362,1.23158,0.25179,0.22577,0.19240,0.86496,0.11523,0.05370,0.24776,-0.41678
deadzone_saturation_shift,oracle_asymmetry_state,2,192,0.17188,0.68331,0.26935,0.18827,1.27757,0.25966,0.21739,0.17169,0.90792,0.10763,0.05073,0.25414,-0.42120
deadzone_saturation_shift,oracle_asymmetry_state,3,192,0.25000,0.67314,0.27883,0.18384,1.24765,0.25579,0.22906,0.18186,0.87463,0.10039,0.05065,0.26036,-0.33981
deadzone_saturation_shift,oracle_asymmetry_state,4,192,0.17708,0.67433,0.27809,0.18349,1.28551,0.25625,0.22176,0.18067,0.88411,0.10130,0.05085,0.25979,-0.41628
deadzone_saturation_shift,oracle_asymmetry_state,5,192,0.19792,0.65644,0.27065,0.19795,1.24374,0.24945,0.22610,0.19856,0.84952,0.11910,0.05362,0.25599,-0.38181
deadzone_saturation_shift,oracle_asymmetry_state,6,192,0.17188,0.66786,0.26246,0.18351,1.28330,0.25379,0.23241,0.18714,0.88783,0.10045,0.04812,0.25054,-0.40993
deadzone_saturation_shift,oracle_asymmetry_state,7,192,0.23438,0.65127,0.25744,0.19703,1.24408,0.24748,0.24772,0.20373,0.86291,0.11131,0.05210,0.24819,-0.33639
deadzone_saturation_shift,oracle_asymmetry_state,8,192,0.18229,0.65089,0.23884,0.20680,1.24980,0.24734,0.23730,0.20411,0.86737,0.10953,0.05215,0.23642,-0.37984
deadzone_saturation_shift,oracle_asymmetry_state,9,192,0.21875,0.65618,0.25130,0.21548,1.26471,0.24935,0.25434,0.19882,0.88263,0.10954,0.05440,0.24466,-0.35619
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,0,192,0.14062,0.67651,0.26246,0.17248,1.17452,0.18942,0.17370,0.17849,0.91871,0.09773,0.10601,0.25951,-0.44031
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,1,192,0.14583,0.68013,0.24758,0.22691,1.11662,0.19044,0.18273,0.17487,0.91667,0.10009,0.11406,0.25169,-0.43237
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,2,192,0.11979,0.70117,0.29074,0.20401,1.14601,0.19633,0.17187,0.15383,0.93490,0.09898,0.11011,0.27673,-0.49048
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,3,192,0.09896,0.69483,0.29148,0.19673,1.14089,0.19455,0.15205,0.16017,0.90625,0.09932,0.10972,0.27721,-0.50614
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,4,192,0.08854,0.69277,0.27902,0.19989,1.18010,0.19397,0.16262,0.16223,0.93248,0.09763,0.10708,0.26916,-0.51359
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,5,192,0.09896,0.68372,0.26581,0.20125,1.13279,0.19144,0.15471,0.17128,0.91164,0.10010,0.10645,0.26101,-0.48739
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,6,192,0.10417,0.68217,0.24702,0.20447,1.16602,0.19101,0.15203,0.17283,0.93415,0.09883,0.10728,0.24956,-0.47532
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,7,192,0.14062,0.66278,0.22731,0.20959,1.11990,0.18558,0.18584,0.19222,0.90104,0.10014,0.11381,0.23911,-0.41611
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,8,192,0.16146,0.66179,0.23810,0.21314,1.10778,0.18530,0.21543,0.19321,0.88858,0.10239,0.11474,0.24583,-0.40010
deadzone_saturation_shift,recurrent_hidden_state_policy_proxy,9,192,0.11458,0.67757,0.24312,0.21686,1.14008,0.18972,0.17544,0.17743,0.92969,0.10034,0.11315,0.24863,-0.46109
deadzone_saturation_shift,robust_l1_adaptive_control,0,192,0.11458,0.70908,0.30562,0.17523,1.02162,0.19854,0.15147,0.14592,0.92076,0.07706,0.10887,0.28682,-0.49167
deadzone_saturation_shift,robust_l1_adaptive_control,1,192,0.07292,0.72634,0.32180,0.21231,0.98316,0.20337,0.12707,0.12866,0.92876,0.07876,0.10477,0.29541,-0.55194
deadzone_saturation_shift,robust_l1_adaptive_control,2,192,0.07812,0.75174,0.34282,0.19089,0.99501,0.21049,0.12306,0.10326,0.95071,0.07661,0.11277,0.30986,-0.56754
deadzone_saturation_shift,robust_l1_adaptive_control,3,192,0.10938,0.73646,0.33315,0.19207,0.99132,0.20621,0.14748,0.11854,0.93229,0.07717,0.11022,0.30328,-0.52377
deadzone_saturation_shift,robust_l1_adaptive_control,4,192,0.11979,0.73949,0.35063,0.19666,1.01895,0.20706,0.13322,0.11551,0.94420,0.07687,0.10713,0.31281,-0.52800
deadzone_saturation_shift,robust_l1_adaptive_control,5,192,0.05729,0.72309,0.31696,0.18622,0.98409,0.20246,0.12128,0.13191,0.92634,0.07827,0.10963,0.29297,-0.55973
deadzone_saturation_shift,robust_l1_adaptive_control,6,192,0.07292,0.73053,0.31938,0.18789,1.01358,0.20455,0.13176,0.12447,0.94382,0.07826,0.10447,0.29396,-0.55145
deadzone_saturation_shift,robust_l1_adaptive_control,7,192,0.08854,0.70912,0.30952,0.20101,0.97938,0.19855,0.13573,0.14588,0.92039,0.07983,0.11188,0.28917,-0.52095
deadzone_saturation_shift,robust_l1_adaptive_control,8,192,0.10417,0.71670,0.31510,0.20732,0.97817,0.20068,0.13565,0.13830,0.92132,0.07909,0.11750,0.29284,-0.51271
deadzone_saturation_shift,robust_l1_adaptive_control,9,192,0.08333,0.72828,0.31659,0.19935,0.98509,0.20392,0.14016,0.12672,0.96652,0.07813,0.11801,0.29435,-0.54061
deadzone_saturation_shift,robust_tube_mpc,0,192,0.05208,0.74940,0.37574,0.17966,0.86453,0.20983,0.10791,0.10560,0.93173,0.06464,0.37623,0.37246,-0.61954
deadzone_saturation_shift,robust_tube_mpc,1,192,0.06771,0.76026,0.36012,0.19472,0.80583,0.21287,0.08677,0.09474,0.95257,0.06238,0.35945,0.35929,-0.59639
deadzone_saturation_shift,robust_tube_mpc,2,192,0.04688,0.77844,0.35714,0.18880,0.83312,0.21796,0.07116,0.07656,0.97693,0.06209,0.35982,0.35778,-0.62476
deadzone_saturation_shift,robust_tube_mpc,3,192,0.06771,0.75858,0.34970,0.18203,0.82462,0.21240,0.09683,0.09642,0.95796,0.06267,0.36062,0.35345,-0.58963
deadzone_saturation_shift,robust_tube_mpc,4,192,0.05208,0.75441,0.35324,0.18446,0.86815,0.21123,0.08903,0.10059,0.95666,0.06356,0.37782,0.35813,-0.61097
deadzone_saturation_shift,robust_tube_mpc,5,192,0.06771,0.74320,0.35603,0.18545,0.80417,0.20810,0.10777,0.11180,0.94922,0.06282,0.36713,0.35812,-0.58667
deadzone_saturation_shift,robust_tube_mpc,6,192,0.03125,0.76741,0.37630,0.17964,0.85932,0.21487,0.08265,0.08759,0.96410,0.06337,0.36947,0.37143,-0.64817
deadzone_saturation_shift,robust_tube_mpc,7,192,0.06250,0.73554,0.32682,0.18565,0.81449,0.20595,0.11118,0.11946,0.93136,0.06400,0.36759,0.34149,-0.57200
deadzone_saturation_shift,robust_tube_mpc,8,192,0.10417,0.75004,0.34784,0.18458,0.81023,0.21001,0.11931,0.10496,0.94048,0.06389,0.36716,0.35325,-0.54775
deadzone_saturation_shift,robust_tube_mpc,9,192,0.01562,0.76218,0.36384,0.19186,0.82151,0.21341,0.07818,0.09282,0.97582,0.06314,0.38108,0.36522,-0.65524
deadzone_saturation_shift,scalar_gain_calibration,0,192,0.06250,0.72542,0.32124,0.13895,0.95765,0.20312,0.10928,0.12958,0.94940,0.08161,0.42346,0.34589,-0.57466
deadzone_saturation_shift,scalar_gain_calibration,1,192,0.05729,0.72126,0.30078,0.15004,0.87447,0.20195,0.10326,0.13374,0.94289,0.07946,0.41999,0.33285,-0.56095
deadzone_saturation_shift,scalar_gain_calibration,2,192,0.02604,0.74874,0.33222,0.14381,0.93254,0.20965,0.07245,0.10626,0.97675,0.08017,0.41047,0.34974,-0.62525
deadzone_saturation_shift,scalar_gain_calibration,3,192,0.03125,0.72962,0.31213,0.14482,0.91461,0.20429,0.09935,0.12538,0.94141,0.08079,0.40375,0.33674,-0.59757
deadzone_saturation_shift,scalar_gain_calibration,4,192,0.05208,0.72952,0.31994,0.14589,0.95357,0.20427,0.10396,0.12548,0.95461,0.08180,0.41756,0.34328,-0.58642
deadzone_saturation_shift,scalar_gain_calibration,5,192,0.04167,0.71868,0.30246,0.14506,0.87857,0.20123,0.10222,0.13632,0.94048,0.07924,0.42141,0.33339,-0.57612
deadzone_saturation_shift,scalar_gain_calibration,6,192,0.04688,0.72591,0.30487,0.14030,0.93411,0.20326,0.09656,0.12909,0.95517,0.08131,0.40595,0.33282,-0.57824
deadzone_saturation_shift,scalar_gain_calibration,7,192,0.08333,0.71151,0.30525,0.14399,0.89181,0.19922,0.11214,0.14349,0.92448,0.07957,0.41705,0.33495,-0.53307
deadzone_saturation_shift,scalar_gain_calibration,8,192,0.04688,0.72017,0.29222,0.14052,0.89020,0.20165,0.10228,0.13483,0.93434,0.08008,0.41181,0.32638,-0.56458
deadzone_saturation_shift,scalar_gain_calibration,9,192,0.04688,0.73018,0.29390,0.14845,0.89145,0.20445,0.09169,0.12482,0.96987,0.07951,0.42195,0.32905,-0.57347
deadzone_saturation_shift,unscented_kalman_fault_observer,0,192,0.11458,0.67891,0.27307,0.18152,1.15964,0.19009,0.17496,0.17609,0.90960,0.09458,0.09373,0.26367,-0.47209
deadzone_saturation_shift,unscented_kalman_fault_observer,1,192,0.14062,0.67763,0.24758,0.23086,1.10430,0.18974,0.17313,0.17737,0.89769,0.09936,0.10216,0.24939,-0.43424
deadzone_saturation_shift,unscented_kalman_fault_observer,2,192,0.10938,0.70576,0.28051,0.20380,1.14553,0.19761,0.16461,0.14924,0.93917,0.09626,0.09761,0.26866,-0.49580
deadzone_saturation_shift,unscented_kalman_fault_observer,3,192,0.13542,0.69956,0.29520,0.20350,1.12312,0.19588,0.17028,0.15544,0.90960,0.09603,0.09629,0.27747,-0.47233
deadzone_saturation_shift,unscented_kalman_fault_observer,4,192,0.09375,0.68918,0.28460,0.19646,1.16947,0.19297,0.15638,0.16582,0.92206,0.09273,0.09720,0.27045,-0.50751
deadzone_saturation_shift,unscented_kalman_fault_observer,5,192,0.10417,0.67617,0.25037,0.21140,1.10814,0.18933,0.15962,0.17883,0.90402,0.10218,0.10365,0.25121,-0.46948
deadzone_saturation_shift,unscented_kalman_fault_observer,6,192,0.13021,0.67853,0.24516,0.20488,1.14905,0.18999,0.18115,0.17647,0.92113,0.09765,0.09573,0.24701,-0.44389
deadzone_saturation_shift,unscented_kalman_fault_observer,7,192,0.13021,0.67799,0.25688,0.21053,1.12361,0.18984,0.17564,0.17701,0.91034,0.09794,0.09966,0.25472,-0.44903
deadzone_saturation_shift,unscented_kalman_fault_observer,8,192,0.13542,0.67855,0.26711,0.22696,1.12155,0.19000,0.18582,0.17645,0.90123,0.09773,0.09700,0.26043,-0.45166
deadzone_saturation_shift,unscented_kalman_fault_observer,9,192,0.14583,0.67289,0.21875,0.23063,1.12639,0.18841,0.18074,0.18211,0.94252,0.10089,0.10144,0.23247,-0.41496
intermittent_fault_shift,adaptive_mpc,0,192,0.11458,0.69816,0.28199,0.18336,0.84456,0.19548,0.15751,0.15684,0.91760,0.08738,0.12237,0.29334,-0.46206
intermittent_fault_shift,adaptive_mpc,1,192,0.14583,0.67959,0.26637,0.19270,0.84708,0.19028,0.18948,0.17541,0.89323,0.08744,0.12747,0.28479,-0.41570
intermittent_fault_shift,adaptive_mpc,2,192,0.07812,0.68981,0.26990,0.19174,0.86727,0.19315,0.14885,0.16519,0.91815,0.08803,0.11827,0.28530,-0.49136
intermittent_fault_shift,adaptive_mpc,3,192,0.13542,0.69358,0.27586,0.18722,0.84880,0.19420,0.16117,0.16142,0.89100,0.08840,0.12528,0.28941,-0.43561
intermittent_fault_shift,adaptive_mpc,4,192,0.09375,0.68350,0.27790,0.18278,0.86138,0.19138,0.16378,0.17150,0.90513,0.08867,0.11984,0.29002,-0.47555
intermittent_fault_shift,adaptive_mpc,5,192,0.09375,0.68426,0.25577,0.19314,0.83479,0.19159,0.15291,0.17074,0.91202,0.08883,0.12835,0.27831,-0.46360
intermittent_fault_shift,adaptive_mpc,6,192,0.13021,0.68091,0.25595,0.18560,0.84316,0.19065,0.17391,0.17409,0.89323,0.08693,0.12382,0.27769,-0.42402
intermittent_fault_shift,adaptive_mpc,7,192,0.09896,0.69825,0.27641,0.17283,0.86352,0.19551,0.16026,0.15675,0.91518,0.08901,0.12027,0.28918,-0.47400
intermittent_fault_shift,adaptive_mpc,8,192,0.05729,0.72013,0.30469,0.19177,0.86843,0.20164,0.11612,0.13487,0.94215,0.08779,0.11927,0.30727,-0.54490
intermittent_fault_shift,adaptive_mpc,9,192,0.08333,0.68478,0.26544,0.20223,0.82947,0.19174,0.15493,0.17022,0.91667,0.08803,0.12363,0.28380,-0.48075
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,0,192,0.08854,0.73237,0.34115,0.19334,0.72173,0.20506,0.15081,0.12263,0.93452,0.06691,0.13341,0.33184,-0.52839
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,1,192,0.09375,0.72621,0.33966,0.20652,0.73637,0.20334,0.14106,0.12879,0.91499,0.06789,0.13272,0.33075,-0.52216
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,2,192,0.11979,0.72178,0.34226,0.21408,0.72585,0.20210,0.15747,0.13322,0.91481,0.06832,0.13552,0.33275,-0.49661
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,3,192,0.09375,0.72201,0.33780,0.20792,0.72480,0.20216,0.14975,0.13299,0.89993,0.06870,0.13279,0.32896,-0.51797
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,4,192,0.06771,0.74561,0.35863,0.19734,0.75499,0.20877,0.11734,0.10939,0.94531,0.06745,0.13185,0.34158,-0.56796
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,5,192,0.08333,0.73192,0.33147,0.21430,0.71915,0.20494,0.14128,0.12308,0.92206,0.06877,0.14129,0.32800,-0.53086
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,6,192,0.12500,0.70961,0.31994,0.20939,0.70752,0.19869,0.16200,0.14539,0.88988,0.06902,0.13720,0.31982,-0.47050
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,7,192,0.10417,0.73591,0.36179,0.19727,0.72777,0.20605,0.13967,0.11909,0.90513,0.06788,0.13345,0.34484,-0.52537
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,8,192,0.07812,0.73740,0.33594,0.21882,0.71819,0.20647,0.11936,0.11760,0.93917,0.06830,0.13081,0.32780,-0.54147
intermittent_fault_shift,control_barrier_fault_tolerant_mpc,9,192,0.04688,0.73778,0.33110,0.22209,0.71964,0.20658,0.11351,0.11722,0.93341,0.06731,0.13942,0.32665,-0.57103
intermittent_fault_shift,domain_randomized_policy,0,192,0.09375,0.68984,0.24758,0.38238,0.75853,0.19316,0.15721,0.16516,0.92597,0.08337,0.29756,0.30053,-0.49942
intermittent_fault_shift,domain_randomized_policy,1,192,0.06771,0.69370,0.26897,0.40696,0.78305,0.19424,0.13799,0.16130,0.90495,0.08360,0.29513,0.31310,-0.54369
intermittent_fault_shift,domain_randomized_policy,2,192,0.09375,0.68705,0.27865,0.42390,0.77722,0.19237,0.15820,0.16795,0.92671,0.08434,0.28462,0.31720,-0.52358
intermittent_fault_shift,domain_randomized_policy,3,192,0.08854,0.68390,0.24963,0.38946,0.76803,0.19149,0.13463,0.17110,0.90309,0.08339,0.30210,0.30213,-0.50455
intermittent_fault_shift,domain_randomized_policy,4,192,0.09896,0.68134,0.26004,0.38521,0.77819,0.19077,0.15923,0.17366,0.91350,0.08471,0.29285,0.30643,-0.49927
intermittent_fault_shift,domain_randomized_policy,5,192,0.09375,0.69115,0.27809,0.41463,0.75332,0.19352,0.15527,0.16385,0.92671,0.08361,0.30328,0.31958,-0.52283
intermittent_fault_shift,domain_randomized_policy,6,192,0.09375,0.68440,0.24368,0.39347,0.76294,0.19163,0.14487,0.17060,0.90439,0.08236,0.29959,0.29900,-0.49618
intermittent_fault_shift,domain_randomized_policy,7,192,0.08333,0.69418,0.28962,0.39184,0.78620,0.19437,0.14994,0.16082,0.89249,0.08489,0.28684,0.32449,-0.53664
intermittent_fault_shift,domain_randomized_policy,8,192,0.07292,0.69012,0.25391,0.40426,0.76309,0.19323,0.13715,0.16488,0.91183,0.08439,0.29290,0.30386,-0.52666
intermittent_fault_shift,domain_randomized_policy,9,192,0.08333,0.70100,0.27976,0.40846,0.76413,0.19628,0.13744,0.15400,0.90848,0.08219,0.29092,0.31901,-0.53556
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,0,192,0.14062,0.69049,0.28534,0.18470,0.90381,0.19334,0.18875,0.16451,0.90179,0.09284,0.08704,0.28958,-0.43638
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,1,192,0.18229,0.67253,0.26711,0.20012,0.91529,0.18831,0.20740,0.18247,0.87091,0.09136,0.08712,0.27958,-0.37921
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,2,192,0.15625,0.68539,0.28832,0.18931,0.92540,0.19191,0.19589,0.16961,0.89174,0.09037,0.08211,0.29012,-0.42211
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,3,192,0.16667,0.67990,0.25800,0.18341,0.92219,0.19037,0.20935,0.17510,0.90383,0.08996,0.08525,0.27262,-0.39191
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,4,192,0.16667,0.67849,0.27827,0.17128,0.93544,0.18998,0.18685,0.17651,0.89509,0.09213,0.08297,0.28379,-0.40157
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,5,192,0.18229,0.67896,0.25818,0.19711,0.90605,0.19011,0.21907,0.17604,0.89100,0.09305,0.08513,0.27373,-0.37617
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,6,192,0.22396,0.66717,0.24963,0.18874,0.89673,0.18681,0.20929,0.18783,0.87444,0.09055,0.08328,0.26732,-0.32207
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,7,192,0.13542,0.69084,0.29818,0.16784,0.92082,0.19343,0.19612,0.16416,0.87928,0.09254,0.08030,0.29638,-0.44593
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,8,192,0.13021,0.69429,0.28943,0.18318,0.91620,0.19440,0.19010,0.16071,0.90253,0.09198,0.08103,0.29068,-0.45085
intermittent_fault_shift,latent_asymmetry_belief_policy_v5,9,192,0.16146,0.67535,0.26860,0.20766,0.89523,0.18910,0.22130,0.17965,0.86700,0.09288,0.08991,0.28066,-0.40151
intermittent_fault_shift,latent_asymmetry_policy_state_v4,0,192,0.14583,0.67996,0.24442,0.17879,0.93880,0.19039,0.18692,0.17504,0.90532,0.09575,0.09045,0.26564,-0.40598
intermittent_fault_shift,latent_asymmetry_policy_state_v4,1,192,0.12500,0.66340,0.25707,0.19743,0.94728,0.18575,0.19137,0.19160,0.87537,0.09782,0.09612,0.27443,-0.43050
intermittent_fault_shift,latent_asymmetry_policy_state_v4,2,192,0.13542,0.66992,0.26246,0.19405,0.94723,0.18758,0.19114,0.18508,0.88802,0.09816,0.09159,0.27666,-0.42542
intermittent_fault_shift,latent_asymmetry_policy_state_v4,3,192,0.16667,0.66828,0.25484,0.17709,0.95515,0.18712,0.17620,0.18672,0.88504,0.09823,0.08940,0.27129,-0.38672
intermittent_fault_shift,latent_asymmetry_policy_state_v4,4,192,0.13542,0.66866,0.25688,0.17032,0.95711,0.18723,0.18332,0.18634,0.88932,0.09846,0.08962,0.27191,-0.41864
intermittent_fault_shift,latent_asymmetry_policy_state_v4,5,192,0.13542,0.65706,0.23158,0.19148,0.94132,0.18398,0.20407,0.19794,0.88728,0.09903,0.09048,0.25746,-0.40186
intermittent_fault_shift,latent_asymmetry_policy_state_v4,6,192,0.14583,0.66009,0.23810,0.18875,0.92464,0.18483,0.18860,0.19491,0.86700,0.09775,0.09450,0.26196,-0.39365
intermittent_fault_shift,latent_asymmetry_policy_state_v4,7,192,0.10417,0.69436,0.28218,0.16409,0.96784,0.19442,0.16652,0.16064,0.90179,0.09757,0.08362,0.28682,-0.47395
intermittent_fault_shift,latent_asymmetry_policy_state_v4,8,192,0.11979,0.66978,0.26060,0.17846,0.93097,0.18754,0.17863,0.18522,0.89249,0.09850,0.09339,0.27510,-0.43653
intermittent_fault_shift,latent_asymmetry_policy_state_v4,9,192,0.13021,0.67489,0.25837,0.20594,0.93750,0.18897,0.18471,0.18011,0.88077,0.09735,0.09103,0.27434,-0.43069
intermittent_fault_shift,nominal_policy,0,192,0.11458,0.68048,0.23531,0.41647,0.81145,0.19053,0.16992,0.17436,0.91648,0.09550,0.29799,0.29301,-0.47725
intermittent_fault_shift,nominal_policy,1,192,0.11458,0.66355,0.24609,0.43937,0.81663,0.18579,0.16491,0.19124,0.89286,0.09476,0.29356,0.29856,-0.47971
intermittent_fault_shift,nominal_policy,2,192,0.13021,0.65839,0.23847,0.45879,0.81271,0.18435,0.18759,0.19642,0.90495,0.09605,0.30159,0.29535,-0.46197
intermittent_fault_shift,nominal_policy,3,192,0.07812,0.67462,0.24256,0.42345,0.81954,0.18889,0.15847,0.18018,0.89658,0.09422,0.30401,0.29844,-0.51685
intermittent_fault_shift,nominal_policy,4,192,0.08333,0.66745,0.25484,0.41469,0.82461,0.18689,0.15605,0.18732,0.88151,0.09746,0.29564,0.30399,-0.51362
intermittent_fault_shift,nominal_policy,5,192,0.05729,0.68601,0.24907,0.44821,0.81307,0.19208,0.12818,0.16883,0.91332,0.09402,0.29492,0.30109,-0.54929
intermittent_fault_shift,nominal_policy,6,192,0.11979,0.66377,0.22433,0.42529,0.78929,0.18585,0.17667,0.19097,0.89639,0.09374,0.29520,0.28613,-0.45787
intermittent_fault_shift,nominal_policy,7,192,0.09896,0.66730,0.25000,0.42524,0.82645,0.18684,0.16930,0.18757,0.88969,0.09621,0.29520,0.30130,-0.49742
intermittent_fault_shift,nominal_policy,8,192,0.08854,0.68221,0.24628,0.43832,0.80968,0.19102,0.14922,0.17256,0.91034,0.09474,0.30339,0.30023,-0.51369
