stress_axis,stress_level,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
thermal_drift,0.0,online_system_id,3,120,0.10000,0.72971,0.32054,0.37815,1.06672,0.20432,0.14203,0.12529,0.90387,0.11622,0.15743,0.32880,-0.56127
thermal_drift,0.0,online_system_id,4,120,0.05000,0.72406,0.33006,0.35810,1.04129,0.20274,0.13455,0.13094,0.91190,0.11911,0.15246,0.33259,-0.60961
thermal_drift,0.0,online_system_id,5,120,0.13333,0.72425,0.32381,0.34957,1.07319,0.20279,0.14474,0.13075,0.91756,0.12252,0.14850,0.32808,-0.52392
thermal_drift,0.0,online_system_id,6,120,0.03333,0.73315,0.34583,0.33365,1.06554,0.20528,0.11798,0.12185,0.92232,0.11911,0.14829,0.34093,-0.63701
thermal_drift,0.0,online_system_id,7,120,0.09167,0.72552,0.30238,0.35464,1.09388,0.20315,0.12325,0.12948,0.93155,0.11534,0.15760,0.31584,-0.55766
thermal_drift,0.0,online_system_id,8,120,0.11667,0.71579,0.32262,0.34717,1.07600,0.20042,0.15546,0.13921,0.88661,0.12164,0.14466,0.32774,-0.53453
thermal_drift,0.0,online_system_id,9,120,0.13333,0.73340,0.33780,0.37256,1.06843,0.20535,0.14354,0.12160,0.91905,0.12042,0.15235,0.33589,-0.53903
thermal_drift,0.0,oracle_asymmetry_state,0,120,0.17500,0.70906,0.31994,0.31444,1.19647,0.26944,0.18377,0.14594,0.85744,0.13104,0.06671,0.31284,-0.46864
thermal_drift,0.0,oracle_asymmetry_state,1,120,0.19167,0.72456,0.36161,0.27439,1.19614,0.27533,0.18931,0.13044,0.87292,0.12564,0.06132,0.33730,-0.47578
thermal_drift,0.0,oracle_asymmetry_state,2,120,0.22500,0.68272,0.28780,0.25291,1.21475,0.25944,0.23151,0.17228,0.86815,0.13038,0.05988,0.29175,-0.38223
thermal_drift,0.0,oracle_asymmetry_state,3,120,0.15000,0.71297,0.35387,0.31633,1.19611,0.27093,0.17812,0.14203,0.85357,0.13201,0.06713,0.33438,-0.51480
thermal_drift,0.0,oracle_asymmetry_state,4,120,0.16667,0.73294,0.36935,0.30580,1.19808,0.27852,0.18266,0.12206,0.88690,0.12638,0.06610,0.34350,-0.51469
thermal_drift,0.0,oracle_asymmetry_state,5,120,0.19167,0.69162,0.31071,0.28361,1.21928,0.26282,0.20283,0.16338,0.85655,0.12841,0.06624,0.30746,-0.43714
thermal_drift,0.0,oracle_asymmetry_state,6,120,0.16667,0.70675,0.34732,0.28138,1.20640,0.26857,0.17501,0.14825,0.87827,0.12426,0.05864,0.32814,-0.48813
thermal_drift,0.0,oracle_asymmetry_state,7,120,0.15000,0.68027,0.29286,0.29232,1.20531,0.25850,0.21477,0.17473,0.84643,0.12988,0.06309,0.29529,-0.46379
thermal_drift,0.0,oracle_asymmetry_state,8,120,0.20833,0.71528,0.34256,0.29076,1.19781,0.27181,0.20372,0.13972,0.84375,0.13227,0.07107,0.32921,-0.44651
thermal_drift,0.0,oracle_asymmetry_state,9,120,0.10000,0.68163,0.28899,0.31315,1.20777,0.25902,0.20405,0.17337,0.85923,0.12619,0.06511,0.29205,-0.51649
thermal_drift,0.0,robust_l1_adaptive_control,0,120,0.07500,0.76217,0.40387,0.34206,0.94176,0.21341,0.12571,0.09283,0.88780,0.09631,0.12483,0.37428,-0.62695
thermal_drift,0.0,robust_l1_adaptive_control,1,120,0.08333,0.79327,0.45774,0.30141,0.94512,0.22211,0.09777,0.06173,0.92649,0.09817,0.12316,0.40751,-0.65701
thermal_drift,0.0,robust_l1_adaptive_control,2,120,0.07500,0.74357,0.36369,0.30669,0.93961,0.20820,0.13335,0.11143,0.90000,0.09937,0.12479,0.34986,-0.59185
thermal_drift,0.0,robust_l1_adaptive_control,3,120,0.10833,0.77196,0.40625,0.33767,0.93904,0.21615,0.12955,0.08304,0.89405,0.09595,0.13148,0.37810,-0.59851
thermal_drift,0.0,robust_l1_adaptive_control,4,120,0.08333,0.76940,0.39256,0.31625,0.95298,0.21543,0.11308,0.08560,0.93393,0.09267,0.12413,0.36569,-0.61414
thermal_drift,0.0,robust_l1_adaptive_control,5,120,0.08333,0.76589,0.41488,0.31262,0.97644,0.21445,0.11368,0.08911,0.91101,0.09238,0.12235,0.37958,-0.62560
thermal_drift,0.0,robust_l1_adaptive_control,6,120,0.03333,0.79124,0.41399,0.30377,0.98652,0.22155,0.09264,0.06376,0.95089,0.08926,0.11108,0.37811,-0.68509
thermal_drift,0.0,robust_l1_adaptive_control,7,120,0.10000,0.76885,0.40893,0.31469,0.97671,0.21528,0.12594,0.08615,0.93155,0.09297,0.12251,0.37553,-0.60815
thermal_drift,0.0,robust_l1_adaptive_control,8,120,0.07500,0.76450,0.35476,0.30052,0.97267,0.21406,0.07912,0.09050,0.90565,0.09568,0.11461,0.34267,-0.59538
thermal_drift,0.0,robust_l1_adaptive_control,9,120,0.07500,0.74891,0.33542,0.34055,0.95185,0.20970,0.10589,0.10609,0.91161,0.09705,0.12521,0.33200,-0.58450
thermal_drift,0.0,unscented_kalman_fault_observer,0,120,0.09167,0.71611,0.31548,0.35620,1.08118,0.20051,0.13078,0.13889,0.90208,0.12373,0.11536,0.31666,-0.55595
thermal_drift,0.0,unscented_kalman_fault_observer,1,120,0.05000,0.75241,0.37649,0.31136,1.12550,0.21068,0.12041,0.10259,0.91577,0.11622,0.10906,0.35429,-0.64276
thermal_drift,0.0,unscented_kalman_fault_observer,2,120,0.08333,0.70307,0.32381,0.31302,1.08490,0.19686,0.13920,0.15193,0.86845,0.12287,0.11156,0.32180,-0.55549
thermal_drift,0.0,unscented_kalman_fault_observer,3,120,0.12500,0.72405,0.36815,0.36372,1.08011,0.20273,0.15053,0.13095,0.87560,0.12013,0.12013,0.35108,-0.55594
thermal_drift,0.0,unscented_kalman_fault_observer,4,120,0.07500,0.72889,0.32946,0.33529,1.09810,0.20409,0.11669,0.12611,0.90000,0.11651,0.11714,0.32703,-0.58336
thermal_drift,0.0,unscented_kalman_fault_observer,5,120,0.10000,0.70053,0.32173,0.32348,1.10838,0.19615,0.15497,0.15447,0.85565,0.11976,0.11524,0.32161,-0.53978
thermal_drift,0.0,unscented_kalman_fault_observer,6,120,0.14167,0.73824,0.37946,0.32971,1.12481,0.20671,0.14056,0.11676,0.89881,0.11312,0.10568,0.35537,-0.54931
thermal_drift,0.0,unscented_kalman_fault_observer,7,120,0.08333,0.72322,0.32054,0.33704,1.11397,0.20250,0.15148,0.13178,0.89405,0.11757,0.11708,0.32243,-0.56899
thermal_drift,0.0,unscented_kalman_fault_observer,8,120,0.16667,0.70162,0.30595,0.31508,1.08805,0.19645,0.20316,0.15338,0.85298,0.12048,0.11415,0.31292,-0.46114
thermal_drift,0.0,unscented_kalman_fault_observer,9,120,0.10000,0.73887,0.38631,0.35311,1.10359,0.20688,0.14276,0.11613,0.89405,0.11691,0.11894,0.36040,-0.59800
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,0,120,0.06667,0.81457,0.48899,0.36846,0.82362,0.22808,0.10126,0.04043,0.91577,0.07550,0.21044,0.43924,-0.70681
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,1,120,0.05000,0.75956,0.39345,0.38770,0.80529,0.21268,0.12114,0.09544,0.88780,0.08343,0.20875,0.38270,-0.64806
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,2,120,0.06667,0.75667,0.38304,0.37707,0.82418,0.21187,0.11458,0.09833,0.90565,0.07807,0.21182,0.37478,-0.62545
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,3,120,0.08333,0.73251,0.35923,0.35245,0.83056,0.20510,0.13232,0.12249,0.88720,0.08218,0.20948,0.36007,-0.58155
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,4,120,0.04167,0.81875,0.47262,0.32877,0.82877,0.22925,0.08677,0.03625,0.91815,0.07990,0.20630,0.43137,-0.71770
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,5,120,0.05000,0.77433,0.41339,0.36271,0.82721,0.21681,0.08619,0.08067,0.93036,0.07952,0.19647,0.39046,-0.66428
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,6,120,0.08333,0.80127,0.41815,0.36552,0.83802,0.22435,0.09933,0.05373,0.94107,0.07916,0.19234,0.39405,-0.64503
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,7,120,0.05833,0.80536,0.43750,0.35137,0.85437,0.22550,0.09633,0.04964,0.93810,0.07626,0.18807,0.40425,-0.68124
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,8,120,0.08333,0.78025,0.41845,0.38271,0.80642,0.21847,0.12027,0.07475,0.91577,0.08084,0.22358,0.40112,-0.63884
thermal_drift,0.2,control_barrier_fault_tolerant_mpc,9,120,0.09167,0.74550,0.34702,0.35674,0.81161,0.20874,0.14842,0.10950,0.86756,0.08271,0.20515,0.35409,-0.56846
thermal_drift,0.2,domain_randomized_policy,0,120,0.07500,0.78167,0.40238,0.68824,0.82904,0.21887,0.09697,0.07333,0.93274,0.09429,0.47833,0.42917,-0.71045
thermal_drift,0.2,domain_randomized_policy,1,120,0.10000,0.74753,0.38185,0.70753,0.81745,0.20931,0.12932,0.10747,0.89673,0.09323,0.49121,0.41857,-0.66228
thermal_drift,0.2,domain_randomized_policy,2,120,0.05833,0.73240,0.35030,0.70170,0.80990,0.20507,0.10078,0.12260,0.90387,0.09694,0.48639,0.39851,-0.67871
thermal_drift,0.2,domain_randomized_policy,3,120,0.06667,0.72489,0.33720,0.67947,0.83281,0.20297,0.12506,0.13011,0.89643,0.09597,0.50017,0.39244,-0.65901
thermal_drift,0.2,domain_randomized_policy,4,120,0.05833,0.77650,0.40268,0.66862,0.83348,0.21742,0.10884,0.07850,0.93423,0.09486,0.50381,0.43458,-0.72478
thermal_drift,0.2,domain_randomized_policy,5,120,0.05833,0.74058,0.33929,0.69651,0.81569,0.20736,0.11321,0.11442,0.91786,0.09602,0.47532,0.38931,-0.67485
thermal_drift,0.2,domain_randomized_policy,6,120,0.05833,0.76309,0.38601,0.68925,0.83724,0.21366,0.10896,0.09191,0.91815,0.09590,0.48680,0.41898,-0.71156
thermal_drift,0.2,domain_randomized_policy,7,120,0.07500,0.75954,0.36696,0.67905,0.86991,0.21267,0.09596,0.09546,0.93452,0.09729,0.46670,0.40454,-0.68292
thermal_drift,0.2,domain_randomized_policy,8,120,0.06667,0.77297,0.40833,0.69126,0.84038,0.21643,0.09243,0.08203,0.90625,0.09632,0.47442,0.43347,-0.71860
thermal_drift,0.2,domain_randomized_policy,9,120,0.08333,0.74854,0.36667,0.68537,0.82105,0.20959,0.12415,0.10646,0.89613,0.09488,0.48834,0.41060,-0.66699
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,0,120,0.10000,0.76220,0.41458,0.32082,1.08177,0.21342,0.14421,0.09280,0.88363,0.11781,0.11274,0.37873,-0.61476
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,1,120,0.12500,0.70383,0.31429,0.32650,1.08353,0.19707,0.16069,0.15117,0.87083,0.11824,0.11251,0.31781,-0.51084
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,2,120,0.14167,0.70469,0.29821,0.30462,1.09498,0.19731,0.16807,0.15031,0.89107,0.11774,0.10881,0.30651,-0.48349
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,3,120,0.15833,0.70464,0.30744,0.30107,1.10946,0.19730,0.17592,0.15036,0.88631,0.11223,0.10686,0.31067,-0.47231
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,4,120,0.13333,0.74739,0.36964,0.29006,1.09675,0.20927,0.15556,0.10761,0.90298,0.11838,0.11181,0.35141,-0.54739
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,5,120,0.09167,0.71850,0.33006,0.29930,1.09071,0.20118,0.16309,0.13650,0.89077,0.11790,0.10896,0.32558,-0.55574
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,6,120,0.11667,0.74737,0.35595,0.30262,1.10437,0.20926,0.16489,0.10763,0.91637,0.11645,0.10754,0.34267,-0.55919
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,7,120,0.11667,0.74056,0.35536,0.25971,1.12497,0.20736,0.13502,0.11444,0.90744,0.11380,0.10034,0.33827,-0.55007
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,8,120,0.10000,0.74308,0.37381,0.29631,1.09241,0.20806,0.13716,0.11192,0.89673,0.11407,0.10724,0.35333,-0.58150
thermal_drift,0.2,latent_asymmetry_belief_policy_v5,9,120,0.13333,0.70631,0.30744,0.29860,1.09047,0.19777,0.19447,0.14869,0.87738,0.11831,0.10825,0.31243,-0.49557
thermal_drift,0.2,online_system_id,0,120,0.06667,0.76753,0.42024,0.35218,1.05450,0.21491,0.11018,0.08747,0.90536,0.11728,0.15084,0.38670,-0.66048
thermal_drift,0.2,online_system_id,1,120,0.11667,0.73039,0.34256,0.37889,1.06604,0.20451,0.14625,0.12461,0.88452,0.11802,0.14210,0.33866,-0.55530
thermal_drift,0.2,online_system_id,2,120,0.08333,0.72249,0.34256,0.35629,1.04275,0.20230,0.12540,0.13251,0.90119,0.12009,0.14917,0.33964,-0.58188
thermal_drift,0.2,online_system_id,3,120,0.09167,0.69305,0.26250,0.34621,1.04738,0.19405,0.15484,0.16195,0.87440,0.12133,0.15422,0.29243,-0.51407
thermal_drift,0.2,online_system_id,4,120,0.09167,0.74543,0.35804,0.33125,1.04872,0.20872,0.15496,0.10957,0.90833,0.11723,0.15660,0.35175,-0.58828
thermal_drift,0.2,online_system_id,5,120,0.10833,0.72532,0.33065,0.34902,1.05095,0.20309,0.13929,0.12968,0.91726,0.12157,0.15573,0.33245,-0.55198
thermal_drift,0.2,online_system_id,6,120,0.03333,0.73378,0.34286,0.34531,1.04607,0.20546,0.12180,0.12122,0.90476,0.11899,0.15220,0.34069,-0.63508
thermal_drift,0.2,online_system_id,7,120,0.05000,0.74155,0.34940,0.32835,1.08376,0.20763,0.11729,0.11345,0.92440,0.11791,0.14569,0.34320,-0.62597
thermal_drift,0.2,online_system_id,8,120,0.10000,0.72832,0.33185,0.36244,1.02564,0.20393,0.13737,0.12668,0.89048,0.12026,0.15932,0.33572,-0.56088
thermal_drift,0.2,online_system_id,9,120,0.09167,0.69913,0.29077,0.35131,1.01701,0.19576,0.14822,0.15587,0.87292,0.12241,0.15021,0.30885,-0.53063
thermal_drift,0.2,oracle_asymmetry_state,0,120,0.15000,0.75683,0.41071,0.31878,1.18196,0.28759,0.18361,0.09817,0.88214,0.12702,0.07211,0.36999,-0.56493
thermal_drift,0.2,oracle_asymmetry_state,1,120,0.14167,0.70931,0.35476,0.33055,1.18469,0.26954,0.19452,0.14569,0.84911,0.12464,0.06812,0.33515,-0.52351
thermal_drift,0.2,oracle_asymmetry_state,2,120,0.20833,0.68414,0.29524,0.30798,1.19476,0.25997,0.23944,0.17086,0.86548,0.13226,0.06765,0.29810,-0.41139
thermal_drift,0.2,oracle_asymmetry_state,3,120,0.16667,0.69914,0.33333,0.28715,1.20397,0.26567,0.19939,0.15586,0.82560,0.13633,0.06661,0.32183,-0.47548
thermal_drift,0.2,oracle_asymmetry_state,4,120,0.14167,0.74084,0.35536,0.28528,1.19302,0.28152,0.17667,0.11416,0.90060,0.13542,0.07083,0.33554,-0.53193
thermal_drift,0.2,oracle_asymmetry_state,5,120,0.13333,0.72120,0.34048,0.29462,1.18529,0.27406,0.19665,0.13380,0.87946,0.13358,0.06888,0.32585,-0.52402
thermal_drift,0.2,oracle_asymmetry_state,6,120,0.08333,0.74104,0.35060,0.29951,1.22380,0.28160,0.16262,0.11396,0.89911,0.12134,0.06533,0.33138,-0.59179
thermal_drift,0.2,oracle_asymmetry_state,7,120,0.11667,0.72105,0.32946,0.25947,1.21862,0.27400,0.18049,0.13395,0.88899,0.13318,0.06327,0.31867,-0.53141
thermal_drift,0.2,oracle_asymmetry_state,8,120,0.15833,0.71965,0.34375,0.29849,1.18849,0.27347,0.21859,0.13535,0.84077,0.12889,0.06784,0.32986,-0.49883
thermal_drift,0.2,oracle_asymmetry_state,9,120,0.18333,0.67580,0.30179,0.29183,1.17024,0.25680,0.21398,0.17920,0.83929,0.13457,0.06827,0.30266,-0.43112
thermal_drift,0.2,robust_l1_adaptive_control,0,120,0.05833,0.82196,0.48839,0.33516,0.94684,0.23015,0.09617,0.03304,0.92976,0.09398,0.13123,0.42726,-0.71650
thermal_drift,0.2,robust_l1_adaptive_control,1,120,0.05833,0.73618,0.36935,0.34556,0.92322,0.20613,0.14204,0.11882,0.88304,0.09946,0.13051,0.35440,-0.61348
thermal_drift,0.2,robust_l1_adaptive_control,2,120,0.03333,0.74187,0.34018,0.32578,0.94388,0.20772,0.10883,0.11313,0.90387,0.09631,0.12541,0.33490,-0.62294
thermal_drift,0.2,robust_l1_adaptive_control,3,120,0.07500,0.75672,0.37589,0.30882,0.97316,0.21188,0.12572,0.09828,0.91339,0.09424,0.11856,0.35515,-0.60699
thermal_drift,0.2,robust_l1_adaptive_control,4,120,0.06667,0.80581,0.43274,0.29480,0.92602,0.22563,0.09532,0.04919,0.92887,0.09511,0.13050,0.39445,-0.66183
thermal_drift,0.2,robust_l1_adaptive_control,5,120,0.07500,0.78562,0.40565,0.32045,0.95111,0.21997,0.09311,0.06938,0.94613,0.09356,0.12856,0.37577,-0.63752
thermal_drift,0.2,robust_l1_adaptive_control,6,120,0.09167,0.77302,0.38601,0.32220,0.94041,0.21645,0.13275,0.08198,0.91845,0.09669,0.12804,0.36540,-0.60264
thermal_drift,0.2,robust_l1_adaptive_control,7,120,0.08333,0.76204,0.36905,0.30204,0.95803,0.21337,0.10826,0.09296,0.93780,0.09576,0.12211,0.35183,-0.59605
thermal_drift,0.2,robust_l1_adaptive_control,8,120,0.09167,0.77946,0.41577,0.32833,0.93295,0.21825,0.12063,0.07554,0.90060,0.09715,0.13393,0.38473,-0.62201
thermal_drift,0.2,robust_l1_adaptive_control,9,120,0.14167,0.73569,0.36637,0.33648,0.93135,0.20599,0.15324,0.11931,0.87857,0.10004,0.13047,0.35224,-0.52717
thermal_drift,0.2,unscented_kalman_fault_observer,0,120,0.08333,0.76626,0.41607,0.34725,1.07862,0.21455,0.13170,0.08874,0.90655,0.12224,0.12118,0.38001,-0.63978
thermal_drift,0.2,unscented_kalman_fault_observer,1,120,0.06667,0.71713,0.32708,0.35755,1.08288,0.20080,0.13342,0.13787,0.88750,0.11641,0.11576,0.32643,-0.58756
thermal_drift,0.2,unscented_kalman_fault_observer,2,120,0.08333,0.69857,0.32440,0.33534,1.08313,0.19560,0.15347,0.15643,0.86607,0.12284,0.11805,0.32234,-0.55802
thermal_drift,0.2,unscented_kalman_fault_observer,3,120,0.09167,0.69184,0.27738,0.33988,1.09699,0.19371,0.15988,0.16316,0.87857,0.12438,0.11667,0.29500,-0.52246
thermal_drift,0.2,unscented_kalman_fault_observer,4,120,0.07500,0.74852,0.36161,0.31004,1.10410,0.20958,0.12332,0.10648,0.91280,0.11500,0.11294,0.34563,-0.60594
thermal_drift,0.2,unscented_kalman_fault_observer,5,120,0.13333,0.73729,0.35149,0.33511,1.08440,0.20644,0.15123,0.11771,0.91339,0.11939,0.11583,0.33937,-0.54039
thermal_drift,0.2,unscented_kalman_fault_observer,6,120,0.12500,0.74304,0.37202,0.33466,1.08426,0.20805,0.15317,0.11196,0.92024,0.12133,0.11973,0.35215,-0.56335
thermal_drift,0.2,unscented_kalman_fault_observer,7,120,0.07500,0.73932,0.35387,0.29699,1.12210,0.20701,0.13231,0.11568,0.93214,0.11892,0.10660,0.33889,-0.59814
thermal_drift,0.2,unscented_kalman_fault_observer,8,120,0.12500,0.73950,0.36786,0.35286,1.08810,0.20706,0.16074,0.11550,0.91310,0.11709,0.11544,0.35022,-0.56210
thermal_drift,0.2,unscented_kalman_fault_observer,9,120,0.10833,0.72048,0.33006,0.33356,1.08866,0.20174,0.13940,0.13452,0.87917,0.12115,0.11548,0.32776,-0.54493
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,0,120,0.08333,0.75344,0.36488,0.38680,0.83296,0.21096,0.12080,0.10156,0.90208,0.08068,0.20394,0.36331,-0.59850
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,1,120,0.05000,0.79309,0.44048,0.37585,0.83981,0.22206,0.10629,0.06191,0.92440,0.08047,0.21393,0.41153,-0.69089
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,2,120,0.03333,0.79621,0.41518,0.40890,0.86763,0.22294,0.07555,0.05879,0.93661,0.07301,0.19356,0.39358,-0.70062
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,3,120,0.05000,0.80126,0.43333,0.39052,0.83628,0.22435,0.07979,0.05374,0.91845,0.07878,0.19794,0.40503,-0.69011
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,4,120,0.08333,0.77649,0.40417,0.39985,0.82394,0.21742,0.11369,0.07851,0.91696,0.08113,0.20964,0.38896,-0.63230
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,5,120,0.08333,0.78247,0.41280,0.37864,0.81829,0.21909,0.11402,0.07253,0.93542,0.08109,0.20324,0.39321,-0.63621
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,6,120,0.05000,0.75951,0.37202,0.38411,0.87617,0.21266,0.10707,0.09549,0.89077,0.07625,0.19128,0.36594,-0.63950
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,7,120,0.06667,0.77668,0.41548,0.39253,0.81173,0.21747,0.09296,0.07832,0.89911,0.07945,0.20703,0.39546,-0.65217
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,8,120,0.05833,0.76646,0.39732,0.42010,0.81322,0.21461,0.11263,0.08854,0.89881,0.08030,0.21597,0.38717,-0.65152
thermal_drift,0.4,control_barrier_fault_tolerant_mpc,9,120,0.07500,0.77652,0.42411,0.38668,0.82465,0.21743,0.12195,0.07848,0.90506,0.07849,0.21614,0.40080,-0.64997
thermal_drift,0.4,domain_randomized_policy,0,120,0.13333,0.71199,0.31815,0.69861,0.78609,0.19936,0.14915,0.14301,0.87292,0.09482,0.49380,0.38049,-0.57406
thermal_drift,0.4,domain_randomized_policy,1,120,0.00000,0.77892,0.41845,0.68215,0.86937,0.21810,0.06533,0.07608,0.94792,0.09731,0.48475,0.43883,-0.79746
thermal_drift,0.4,domain_randomized_policy,2,120,0.07500,0.76327,0.38839,0.71478,0.89424,0.21372,0.11112,0.09173,0.91280,0.09808,0.49655,0.42320,-0.70544
thermal_drift,0.4,domain_randomized_policy,3,120,0.05000,0.75553,0.36577,0.70614,0.85311,0.21155,0.09816,0.09947,0.91399,0.09554,0.47166,0.40626,-0.70794
thermal_drift,0.4,domain_randomized_policy,4,120,0.05000,0.72988,0.34256,0.71257,0.80553,0.20437,0.10900,0.12512,0.88512,0.09567,0.48790,0.39519,-0.68203
thermal_drift,0.4,domain_randomized_policy,5,120,0.07500,0.75625,0.39613,0.69357,0.82421,0.21175,0.11828,0.09875,0.92500,0.09656,0.48255,0.42555,-0.69802
thermal_drift,0.4,domain_randomized_policy,6,120,0.05000,0.74926,0.36220,0.69663,0.87802,0.20979,0.09249,0.10574,0.91369,0.09685,0.45810,0.40151,-0.70298
thermal_drift,0.4,domain_randomized_policy,7,120,0.07500,0.76674,0.40655,0.70171,0.84040,0.21469,0.10853,0.08826,0.90982,0.09416,0.49974,0.43503,-0.71090
thermal_drift,0.4,domain_randomized_policy,8,120,0.10000,0.72438,0.35744,0.71613,0.80734,0.20283,0.10821,0.13062,0.88571,0.09563,0.50170,0.40494,-0.64054
thermal_drift,0.4,domain_randomized_policy,9,120,0.07500,0.75996,0.36458,0.68971,0.84306,0.21279,0.09745,0.09504,0.92083,0.09709,0.48152,0.40681,-0.68162
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,0,120,0.15833,0.69579,0.32976,0.31970,1.07217,0.19482,0.17799,0.15921,0.84940,0.11983,0.11594,0.32711,-0.48058
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,1,120,0.13333,0.72963,0.36756,0.31721,1.10289,0.20430,0.16625,0.12537,0.87560,0.11659,0.11410,0.34980,-0.54317
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,2,120,0.10000,0.76212,0.37946,0.33701,1.13312,0.21339,0.13316,0.09288,0.92946,0.10261,0.10919,0.35631,-0.60353
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,3,120,0.10000,0.72262,0.33601,0.32105,1.11986,0.20233,0.15222,0.13238,0.88720,0.10868,0.10697,0.32944,-0.55778
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,4,120,0.11667,0.70319,0.31399,0.35347,1.09855,0.19689,0.16617,0.15181,0.86935,0.11335,0.12072,0.31832,-0.52485
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,5,120,0.06667,0.73245,0.35119,0.31751,1.09381,0.20509,0.12848,0.12255,0.90327,0.11681,0.11364,0.33961,-0.60230
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,6,120,0.12500,0.71932,0.34494,0.31983,1.13302,0.20141,0.18683,0.13568,0.88244,0.10425,0.10673,0.33374,-0.53732
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,7,120,0.15000,0.70604,0.31786,0.34110,1.09083,0.19769,0.20397,0.14896,0.88393,0.11851,0.12328,0.32142,-0.49327
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,8,120,0.10833,0.70812,0.33125,0.37208,1.10101,0.19827,0.15891,0.14688,0.84167,0.11009,0.11573,0.32831,-0.54609
thermal_drift,0.4,latent_asymmetry_belief_policy_v5,9,120,0.14167,0.75084,0.38542,0.32527,1.11114,0.21024,0.15425,0.10416,0.90268,0.11122,0.11483,0.36055,-0.55646
thermal_drift,0.4,online_system_id,0,120,0.08333,0.69519,0.28750,0.36410,1.00504,0.19465,0.15756,0.15981,0.88125,0.12068,0.15753,0.30839,-0.53782
thermal_drift,0.4,online_system_id,1,120,0.07500,0.75937,0.41548,0.35782,1.10033,0.21262,0.11457,0.09563,0.90685,0.11804,0.15339,0.38516,-0.65131
thermal_drift,0.4,online_system_id,2,120,0.05833,0.74969,0.36399,0.39913,1.10007,0.20991,0.11100,0.10531,0.90446,0.11532,0.16348,0.35509,-0.64188
thermal_drift,0.4,online_system_id,3,120,0.06667,0.71971,0.31875,0.37134,1.05657,0.20152,0.12293,0.13529,0.89762,0.12085,0.15699,0.32680,-0.58766
thermal_drift,0.4,online_system_id,4,120,0.11667,0.69595,0.30952,0.38434,1.03731,0.19487,0.16487,0.15905,0.85685,0.11776,0.15993,0.32056,-0.52208
thermal_drift,0.4,online_system_id,5,120,0.05000,0.74203,0.33839,0.36081,1.06320,0.20777,0.10568,0.11297,0.93810,0.12192,0.15219,0.33696,-0.62465
thermal_drift,0.4,online_system_id,6,120,0.09167,0.72131,0.34970,0.37341,1.10678,0.20197,0.14520,0.13369,0.90149,0.11883,0.15450,0.34502,-0.58557
thermal_drift,0.4,online_system_id,7,120,0.10000,0.73490,0.33244,0.38751,1.06507,0.20577,0.14895,0.12010,0.89881,0.11698,0.16089,0.33573,-0.57139
thermal_drift,0.4,online_system_id,8,120,0.10833,0.73088,0.33423,0.41344,1.05028,0.20465,0.15836,0.12412,0.87679,0.11869,0.16955,0.33986,-0.56498
thermal_drift,0.4,online_system_id,9,120,0.13333,0.71102,0.31101,0.36160,1.05434,0.19909,0.15582,0.14398,0.90000,0.12070,0.15999,0.32202,-0.51203
thermal_drift,0.4,oracle_asymmetry_state,0,120,0.16667,0.68237,0.29494,0.31395,1.16953,0.25930,0.20768,0.17263,0.84048,0.13917,0.07489,0.30002,-0.45027
