stress_axis,stress_level,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,8,120,0.07500,0.71298,0.33839,0.39668,1.15207,0.19964,0.16743,0.14202,0.84464,0.11477,0.12717,0.33454,-0.59443
deadzone_saturation,0.6,latent_asymmetry_belief_policy_v5,9,120,0.09167,0.73666,0.35833,0.33228,1.14676,0.20626,0.14297,0.11834,0.90357,0.12144,0.12170,0.34445,-0.59022
deadzone_saturation,0.6,online_system_id,0,120,0.10833,0.73085,0.33333,0.35747,1.13213,0.20464,0.13400,0.12415,0.89881,0.12515,0.16962,0.33817,-0.56337
deadzone_saturation,0.6,online_system_id,1,120,0.07500,0.78337,0.41310,0.44245,1.09579,0.21934,0.11463,0.07163,0.93988,0.11929,0.17757,0.38847,-0.67566
deadzone_saturation,0.6,online_system_id,2,120,0.08333,0.73413,0.36786,0.43965,1.10130,0.20556,0.13613,0.12087,0.89167,0.11989,0.17132,0.35897,-0.61996
deadzone_saturation,0.6,online_system_id,3,120,0.08333,0.74098,0.35119,0.44714,1.09432,0.20748,0.13454,0.11402,0.90387,0.12162,0.17553,0.34925,-0.61447
deadzone_saturation,0.6,online_system_id,4,120,0.08333,0.72817,0.31339,0.42757,1.08980,0.20389,0.12257,0.12683,0.90208,0.12355,0.17568,0.32772,-0.58435
deadzone_saturation,0.6,online_system_id,5,120,0.09167,0.74405,0.36429,0.38101,1.07191,0.20833,0.12748,0.11095,0.90476,0.12945,0.17711,0.35661,-0.60265
deadzone_saturation,0.6,online_system_id,6,120,0.07500,0.70620,0.29435,0.41281,1.06916,0.19773,0.13289,0.14880,0.89970,0.12134,0.18044,0.31559,-0.56995
deadzone_saturation,0.6,online_system_id,7,120,0.04167,0.73076,0.29911,0.40893,1.13438,0.20461,0.10675,0.12424,0.92679,0.11700,0.17260,0.31743,-0.62049
deadzone_saturation,0.6,online_system_id,8,120,0.11667,0.72760,0.34524,0.43268,1.08422,0.20373,0.15419,0.12740,0.86964,0.12634,0.18319,0.34813,-0.56831
deadzone_saturation,0.6,online_system_id,9,120,0.07500,0.74028,0.34464,0.40235,1.09577,0.20728,0.14249,0.11472,0.90446,0.12651,0.18178,0.34677,-0.61224
deadzone_saturation,0.6,oracle_asymmetry_state,0,120,0.14167,0.72657,0.35833,0.30329,1.27882,0.27610,0.17996,0.12843,0.87054,0.13478,0.07715,0.33919,-0.53697
deadzone_saturation,0.6,oracle_asymmetry_state,1,120,0.15000,0.71902,0.34345,0.38348,1.22025,0.27323,0.18234,0.13598,0.86518,0.13760,0.08126,0.32983,-0.52544
deadzone_saturation,0.6,oracle_asymmetry_state,2,120,0.17500,0.72862,0.36310,0.38173,1.25900,0.27687,0.18767,0.12638,0.87917,0.13368,0.07688,0.34108,-0.51859
deadzone_saturation,0.6,oracle_asymmetry_state,3,120,0.14167,0.71013,0.32470,0.38434,1.24591,0.26985,0.21553,0.14487,0.85446,0.13561,0.07934,0.31903,-0.52109
deadzone_saturation,0.6,oracle_asymmetry_state,4,120,0.19167,0.70656,0.35060,0.36884,1.25051,0.26849,0.20468,0.14844,0.83601,0.14018,0.07891,0.33498,-0.48157
deadzone_saturation,0.6,oracle_asymmetry_state,5,120,0.12500,0.73085,0.38065,0.32713,1.24157,0.27772,0.17903,0.12415,0.85893,0.14670,0.08179,0.35310,-0.56863
deadzone_saturation,0.6,oracle_asymmetry_state,6,120,0.15000,0.70304,0.30863,0.36781,1.24892,0.26716,0.16171,0.15196,0.86250,0.13766,0.08142,0.30766,-0.49913
deadzone_saturation,0.6,oracle_asymmetry_state,7,120,0.15000,0.70180,0.31369,0.37188,1.25421,0.26668,0.20035,0.15320,0.87083,0.13582,0.07821,0.31201,-0.50293
deadzone_saturation,0.6,oracle_asymmetry_state,8,120,0.15833,0.68211,0.29435,0.38952,1.26383,0.25920,0.20689,0.17289,0.83363,0.13818,0.08079,0.30024,-0.47786
deadzone_saturation,0.6,oracle_asymmetry_state,9,120,0.14167,0.71107,0.31637,0.33226,1.25402,0.27021,0.16823,0.14393,0.88720,0.14213,0.07689,0.31214,-0.51068
deadzone_saturation,0.6,robust_l1_adaptive_control,0,120,0.09167,0.76714,0.40952,0.34317,1.00549,0.21480,0.11313,0.08786,0.91012,0.10207,0.14323,0.38013,-0.62344
deadzone_saturation,0.6,robust_l1_adaptive_control,1,120,0.06667,0.81098,0.45268,0.42310,0.95593,0.22708,0.10412,0.04402,0.92768,0.09890,0.15047,0.40825,-0.69971
deadzone_saturation,0.6,robust_l1_adaptive_control,2,120,0.04167,0.77522,0.39851,0.42280,1.00729,0.21706,0.09904,0.07978,0.91815,0.09630,0.14788,0.37568,-0.68370
deadzone_saturation,0.6,robust_l1_adaptive_control,3,120,0.09167,0.76060,0.39940,0.42442,0.96918,0.21297,0.11467,0.09440,0.90565,0.09983,0.15119,0.37585,-0.62568
deadzone_saturation,0.6,robust_l1_adaptive_control,4,120,0.09167,0.74586,0.35208,0.39456,0.96815,0.20884,0.12591,0.10914,0.87262,0.10484,0.15075,0.34932,-0.58605
deadzone_saturation,0.6,robust_l1_adaptive_control,5,120,0.12500,0.76710,0.39018,0.35607,0.96435,0.21479,0.14353,0.08790,0.90089,0.10367,0.14828,0.36998,-0.57749
deadzone_saturation,0.6,robust_l1_adaptive_control,6,120,0.07500,0.78910,0.42054,0.38601,1.00431,0.22095,0.12016,0.06590,0.91548,0.09398,0.14015,0.38869,-0.66124
deadzone_saturation,0.6,robust_l1_adaptive_control,7,120,0.09167,0.76488,0.36845,0.39455,0.99353,0.21417,0.10820,0.09012,0.92321,0.09845,0.14631,0.35572,-0.60710
deadzone_saturation,0.6,robust_l1_adaptive_control,8,120,0.10000,0.75151,0.36101,0.43254,0.98696,0.21042,0.12111,0.10349,0.88988,0.10088,0.15043,0.35240,-0.59352
deadzone_saturation,0.6,robust_l1_adaptive_control,9,120,0.09167,0.78010,0.40863,0.37523,0.96357,0.21843,0.10911,0.07490,0.91935,0.10511,0.14453,0.37975,-0.63002
deadzone_saturation,0.6,unscented_kalman_fault_observer,0,120,0.08333,0.72874,0.33988,0.34847,1.16957,0.20405,0.13409,0.12626,0.89018,0.12641,0.13013,0.33536,-0.58929
deadzone_saturation,0.6,unscented_kalman_fault_observer,1,120,0.06667,0.76443,0.38244,0.43346,1.12104,0.21404,0.12107,0.09057,0.89851,0.12028,0.13602,0.36320,-0.65417
deadzone_saturation,0.6,unscented_kalman_fault_observer,2,120,0.04167,0.74848,0.37857,0.44006,1.17483,0.20957,0.10240,0.10652,0.90030,0.12071,0.13338,0.35943,-0.67644
deadzone_saturation,0.6,unscented_kalman_fault_observer,3,120,0.10000,0.74357,0.36548,0.43088,1.11681,0.20820,0.15286,0.11143,0.90804,0.12671,0.13294,0.35235,-0.60307
deadzone_saturation,0.6,unscented_kalman_fault_observer,4,120,0.07500,0.71241,0.33661,0.40730,1.10998,0.19947,0.15266,0.14259,0.86310,0.13178,0.13288,0.33411,-0.59308
deadzone_saturation,0.6,unscented_kalman_fault_observer,5,120,0.10833,0.77738,0.42351,0.36163,1.15407,0.21767,0.13612,0.07762,0.89702,0.12287,0.12986,0.38794,-0.63156
deadzone_saturation,0.6,unscented_kalman_fault_observer,6,120,0.17500,0.71175,0.33006,0.41390,1.10900,0.19929,0.17849,0.14325,0.86696,0.12553,0.14334,0.33146,-0.49109
deadzone_saturation,0.6,unscented_kalman_fault_observer,7,120,0.07500,0.71002,0.32083,0.41944,1.13367,0.19880,0.15811,0.14498,0.89524,0.12598,0.14178,0.32509,-0.58955
deadzone_saturation,0.6,unscented_kalman_fault_observer,8,120,0.10833,0.69472,0.32143,0.42771,1.12044,0.19452,0.14531,0.16028,0.85893,0.12684,0.14081,0.32586,-0.54906
deadzone_saturation,0.6,unscented_kalman_fault_observer,9,120,0.07500,0.74546,0.37530,0.38392,1.12244,0.20873,0.13052,0.10954,0.90119,0.12892,0.13458,0.35751,-0.62710
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,0,120,0.09167,0.81400,0.44435,0.40352,0.91615,0.22792,0.09515,0.04100,0.92024,0.08093,0.24264,0.42106,-0.67157
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,1,120,0.06667,0.78004,0.40089,0.47123,0.91386,0.21841,0.11292,0.07496,0.91488,0.08374,0.26809,0.39791,-0.67151
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,2,120,0.06667,0.77341,0.41458,0.43903,0.90054,0.21656,0.09834,0.08159,0.89405,0.08125,0.25499,0.40187,-0.66855
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,3,120,0.10000,0.81269,0.44851,0.50151,0.89449,0.22755,0.11433,0.04231,0.93095,0.08065,0.26393,0.42536,-0.68148
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,4,120,0.05000,0.80998,0.44226,0.38315,0.95334,0.22679,0.08640,0.04502,0.96905,0.07980,0.23769,0.41601,-0.71283
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,5,120,0.05000,0.82113,0.49583,0.46129,0.87874,0.22992,0.08572,0.03387,0.92500,0.08146,0.26570,0.45350,-0.75405
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,6,120,0.05833,0.80887,0.46399,0.42885,0.90451,0.22648,0.10045,0.04613,0.93304,0.08161,0.24949,0.43249,-0.71889
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,7,120,0.05000,0.83408,0.47649,0.42707,0.93068,0.23354,0.08994,0.02092,0.94732,0.08011,0.24666,0.43958,-0.74599
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,8,120,0.03333,0.82606,0.45952,0.41724,0.92799,0.23130,0.07002,0.02894,0.94732,0.07741,0.23966,0.42667,-0.74758
deadzone_saturation,0.8,control_barrier_fault_tolerant_mpc,9,120,0.05833,0.82387,0.45060,0.46081,0.89471,0.23068,0.09621,0.03113,0.90655,0.07932,0.26182,0.42749,-0.72025
deadzone_saturation,0.8,domain_randomized_policy,0,120,0.08333,0.76984,0.39524,0.64767,0.86470,0.21555,0.10314,0.08516,0.91339,0.09527,0.63171,0.44929,-0.70119
deadzone_saturation,0.8,domain_randomized_policy,1,120,0.03333,0.75224,0.34286,0.72695,0.84933,0.21063,0.10066,0.10276,0.91071,0.09480,0.63650,0.41936,-0.72615
deadzone_saturation,0.8,domain_randomized_policy,2,120,0.02500,0.74292,0.36071,0.69917,0.83149,0.20802,0.08105,0.11208,0.90387,0.09681,0.64336,0.43013,-0.73575
deadzone_saturation,0.8,domain_randomized_policy,3,120,0.04167,0.80655,0.45833,0.73191,0.87490,0.22584,0.07733,0.04845,0.92470,0.09367,0.62383,0.48713,-0.80701
deadzone_saturation,0.8,domain_randomized_policy,4,120,0.03333,0.81042,0.44018,0.63412,0.92630,0.22692,0.07348,0.04458,0.93780,0.09543,0.60808,0.47467,-0.79420
deadzone_saturation,0.8,domain_randomized_policy,5,120,0.05000,0.77712,0.38393,0.71266,0.83012,0.21759,0.08644,0.07788,0.92173,0.09535,0.62063,0.44138,-0.73783
deadzone_saturation,0.8,domain_randomized_policy,6,120,0.07500,0.78432,0.41756,0.67730,0.86795,0.21961,0.10067,0.07068,0.93601,0.09556,0.64738,0.46650,-0.73529
deadzone_saturation,0.8,domain_randomized_policy,7,120,0.06667,0.80696,0.45536,0.67794,0.90080,0.22595,0.09692,0.04804,0.94524,0.09491,0.64177,0.48881,-0.77654
deadzone_saturation,0.8,domain_randomized_policy,8,120,0.03333,0.80017,0.43155,0.67462,0.88530,0.22405,0.06863,0.05483,0.94018,0.09450,0.61473,0.46888,-0.78938
deadzone_saturation,0.8,domain_randomized_policy,9,120,0.01667,0.78139,0.36399,0.71258,0.85052,0.21879,0.06699,0.07361,0.95149,0.09432,0.61524,0.42946,-0.76411
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,0,120,0.10000,0.75882,0.38899,0.33016,1.24854,0.21247,0.14887,0.09618,0.90387,0.11114,0.11685,0.36363,-0.61508
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,1,120,0.05833,0.74646,0.36071,0.40869,1.26587,0.20901,0.11752,0.10854,0.91131,0.11241,0.12044,0.34668,-0.65058
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,2,120,0.11667,0.70472,0.32708,0.39629,1.24583,0.19732,0.14982,0.15028,0.88095,0.11857,0.12542,0.32640,-0.55270
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,3,120,0.13333,0.74343,0.34970,0.40441,1.23431,0.20816,0.17174,0.11157,0.89583,0.11201,0.12022,0.34052,-0.56395
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,4,120,0.10000,0.75816,0.37798,0.34053,1.26428,0.21228,0.13399,0.09684,0.92202,0.11357,0.12143,0.35785,-0.61283
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,5,120,0.08333,0.74286,0.36607,0.37835,1.21718,0.20800,0.16105,0.11214,0.88542,0.12735,0.12178,0.35146,-0.61719
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,6,120,0.10833,0.74662,0.35506,0.37576,1.23420,0.20905,0.17884,0.10838,0.90298,0.11775,0.12141,0.34422,-0.58913
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,7,120,0.10000,0.75665,0.39048,0.37811,1.24441,0.21186,0.14535,0.09835,0.89226,0.11670,0.12759,0.36569,-0.62266
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,8,120,0.10000,0.73963,0.35595,0.35494,1.24598,0.20710,0.14473,0.11537,0.90417,0.11600,0.11918,0.34300,-0.59297
deadzone_saturation,0.8,latent_asymmetry_belief_policy_v5,9,120,0.10000,0.75592,0.35744,0.41430,1.22896,0.21166,0.12301,0.09908,0.90060,0.12200,0.12692,0.34698,-0.60824
deadzone_saturation,0.8,online_system_id,0,120,0.10000,0.74547,0.37113,0.40540,1.19396,0.20873,0.12833,0.10953,0.89911,0.12506,0.17570,0.36186,-0.61201
deadzone_saturation,0.8,online_system_id,1,120,0.08333,0.72146,0.34315,0.46285,1.18192,0.20201,0.12903,0.13354,0.88512,0.12520,0.17948,0.34496,-0.61150
deadzone_saturation,0.8,online_system_id,2,120,0.08333,0.73099,0.35060,0.44381,1.16414,0.20468,0.12096,0.12401,0.89583,0.12226,0.19101,0.35141,-0.61634
deadzone_saturation,0.8,online_system_id,3,120,0.09167,0.75486,0.37887,0.49867,1.17227,0.21136,0.13439,0.10014,0.89226,0.12653,0.18925,0.36827,-0.64207
deadzone_saturation,0.8,online_system_id,4,120,0.09167,0.73916,0.34732,0.38238,1.21814,0.20696,0.14247,0.11584,0.92798,0.12717,0.17442,0.34670,-0.60414
deadzone_saturation,0.8,online_system_id,5,120,0.08333,0.77612,0.40476,0.43305,1.15305,0.21731,0.11863,0.07888,0.93363,0.12640,0.17602,0.38276,-0.66246
deadzone_saturation,0.8,online_system_id,6,120,0.05000,0.72294,0.29643,0.43016,1.15676,0.20242,0.11410,0.13206,0.91339,0.12936,0.17669,0.31761,-0.61249
deadzone_saturation,0.8,online_system_id,7,120,0.09167,0.76288,0.40149,0.41611,1.22852,0.21361,0.12992,0.09212,0.89196,0.12127,0.17465,0.37900,-0.64818
deadzone_saturation,0.8,online_system_id,8,120,0.10000,0.74688,0.38125,0.41408,1.18173,0.20913,0.13269,0.10812,0.91042,0.12781,0.18040,0.36805,-0.61985
deadzone_saturation,0.8,online_system_id,9,120,0.07500,0.74863,0.36250,0.46314,1.14481,0.20962,0.14096,0.10637,0.89940,0.12145,0.19488,0.35957,-0.64000
deadzone_saturation,0.8,oracle_asymmetry_state,0,120,0.12500,0.73064,0.35536,0.33095,1.36977,0.27764,0.17568,0.12436,0.85476,0.13129,0.07447,0.33749,-0.56391
deadzone_saturation,0.8,oracle_asymmetry_state,1,120,0.11667,0.69382,0.29762,0.41525,1.36831,0.26365,0.18188,0.16118,0.83958,0.14345,0.07333,0.30133,-0.53787
deadzone_saturation,0.8,oracle_asymmetry_state,2,120,0.20833,0.65281,0.26905,0.39763,1.36832,0.24807,0.21621,0.20219,0.84762,0.14439,0.07835,0.28361,-0.41294
deadzone_saturation,0.8,oracle_asymmetry_state,3,120,0.09167,0.74789,0.36667,0.40975,1.36144,0.28420,0.16040,0.10711,0.88720,0.13498,0.07260,0.34320,-0.62376
deadzone_saturation,0.8,oracle_asymmetry_state,4,120,0.15000,0.74579,0.38482,0.34297,1.39407,0.28340,0.17080,0.10921,0.89107,0.13601,0.07056,0.35391,-0.56719
deadzone_saturation,0.8,oracle_asymmetry_state,5,120,0.19167,0.74509,0.38780,0.36588,1.32975,0.28313,0.17133,0.10991,0.86280,0.14235,0.07419,0.35684,-0.52411
deadzone_saturation,0.8,oracle_asymmetry_state,6,120,0.15000,0.73782,0.36071,0.36551,1.36486,0.28037,0.17705,0.11718,0.89940,0.13171,0.07260,0.33965,-0.55227
deadzone_saturation,0.8,oracle_asymmetry_state,7,120,0.15833,0.74826,0.35119,0.37955,1.38977,0.28434,0.19645,0.10674,0.92292,0.13628,0.07335,0.33417,-0.54788
deadzone_saturation,0.8,oracle_asymmetry_state,8,120,0.10833,0.73525,0.35268,0.34887,1.36324,0.27940,0.16952,0.11975,0.90119,0.14218,0.07683,0.33525,-0.58601
deadzone_saturation,0.8,oracle_asymmetry_state,9,120,0.18333,0.72565,0.33690,0.40890,1.35018,0.27575,0.19434,0.12935,0.87589,0.14127,0.07611,0.32640,-0.50539
deadzone_saturation,0.8,robust_l1_adaptive_control,0,120,0.08333,0.78887,0.39821,0.37342,1.07595,0.22088,0.11595,0.06613,0.91399,0.10011,0.14109,0.37602,-0.64358
deadzone_saturation,0.8,robust_l1_adaptive_control,1,120,0.05833,0.75123,0.34673,0.45098,1.05943,0.21034,0.11323,0.10377,0.90476,0.10220,0.15381,0.34497,-0.63671
deadzone_saturation,0.8,robust_l1_adaptive_control,2,120,0.10833,0.74775,0.36637,0.44087,1.04838,0.20937,0.12572,0.10725,0.91012,0.09890,0.15609,0.35667,-0.59486
deadzone_saturation,0.8,robust_l1_adaptive_control,3,120,0.04167,0.83040,0.48125,0.47733,1.04383,0.23251,0.07922,0.02460,0.93780,0.10117,0.14778,0.42520,-0.76437
deadzone_saturation,0.8,robust_l1_adaptive_control,4,120,0.05833,0.81304,0.42649,0.37156,1.09919,0.22765,0.09402,0.04196,0.95327,0.09576,0.14240,0.39169,-0.69770
deadzone_saturation,0.8,robust_l1_adaptive_control,5,120,0.08333,0.77375,0.38482,0.42333,1.02235,0.21665,0.10473,0.08125,0.91429,0.10263,0.15339,0.36775,-0.63506
deadzone_saturation,0.8,robust_l1_adaptive_control,6,120,0.06667,0.78620,0.41994,0.42136,1.04553,0.22014,0.10666,0.06880,0.93690,0.09846,0.15151,0.39003,-0.67933
deadzone_saturation,0.8,robust_l1_adaptive_control,7,120,0.08333,0.79414,0.42827,0.40873,1.07642,0.22236,0.11085,0.06086,0.93661,0.09810,0.14818,0.39390,-0.67052
deadzone_saturation,0.8,robust_l1_adaptive_control,8,120,0.02500,0.79208,0.40476,0.39476,1.06279,0.22178,0.07098,0.06292,0.95417,0.10284,0.14658,0.37718,-0.71207
deadzone_saturation,0.8,robust_l1_adaptive_control,9,120,0.05833,0.79450,0.40446,0.44655,1.02884,0.22246,0.10187,0.06050,0.92768,0.10253,0.16081,0.38168,-0.68456
deadzone_saturation,0.8,unscented_kalman_fault_observer,0,120,0.10000,0.73264,0.35595,0.38028,1.21131,0.20514,0.14840,0.12236,0.86220,0.13288,0.13548,0.34702,-0.59053
deadzone_saturation,0.8,unscented_kalman_fault_observer,1,120,0.07500,0.70724,0.29554,0.46606,1.23896,0.19803,0.13459,0.14776,0.89583,0.12380,0.13430,0.31006,-0.58920
deadzone_saturation,0.8,unscented_kalman_fault_observer,2,120,0.10833,0.72034,0.34643,0.44561,1.22657,0.20169,0.15218,0.13466,0.88780,0.12902,0.14191,0.34148,-0.58596
deadzone_saturation,0.8,unscented_kalman_fault_observer,3,120,0.08333,0.78151,0.42143,0.47507,1.21537,0.21882,0.11673,0.07349,0.92411,0.12329,0.13968,0.38767,-0.68230
deadzone_saturation,0.8,unscented_kalman_fault_observer,4,120,0.05833,0.78417,0.41161,0.39033,1.28556,0.21957,0.09885,0.07083,0.94732,0.11996,0.12525,0.37910,-0.69486
deadzone_saturation,0.8,unscented_kalman_fault_observer,5,120,0.06667,0.77329,0.42619,0.42318,1.20745,0.21652,0.11100,0.08171,0.91935,0.12344,0.13350,0.38982,-0.68905
deadzone_saturation,0.8,unscented_kalman_fault_observer,6,120,0.07500,0.74910,0.36429,0.42493,1.21922,0.20975,0.12256,0.10590,0.92768,0.12738,0.13647,0.35217,-0.63807
deadzone_saturation,0.8,unscented_kalman_fault_observer,7,120,0.03333,0.76724,0.37440,0.42812,1.25907,0.21483,0.08691,0.08776,0.93393,0.12265,0.13003,0.35695,-0.69569
deadzone_saturation,0.8,unscented_kalman_fault_observer,8,120,0.08333,0.76194,0.40030,0.39437,1.24331,0.21334,0.10340,0.09306,0.92738,0.12315,0.12523,0.37032,-0.65136
deadzone_saturation,0.8,unscented_kalman_fault_observer,9,120,0.05000,0.74624,0.33690,0.45564,1.22752,0.20895,0.11282,0.10876,0.90685,0.12474,0.13410,0.33535,-0.65030
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,0,120,0.03333,0.85387,0.47470,0.42754,0.92739,0.23908,0.06182,0.00113,0.94405,0.08054,0.27719,0.44569,-0.77080
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,1,120,0.08333,0.79839,0.45536,0.45581,0.93514,0.22355,0.10278,0.05661,0.91190,0.08561,0.28879,0.43320,-0.69375
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,2,120,0.04167,0.88192,0.55595,0.47667,0.95539,0.24694,0.06214,-0.02692,0.95774,0.07684,0.27866,0.49408,-0.83073
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,3,120,0.07500,0.83112,0.48304,0.43806,0.95897,0.23271,0.09357,0.02388,0.94167,0.07913,0.28269,0.45047,-0.73029
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,4,120,0.03333,0.83376,0.50000,0.44951,0.93586,0.23345,0.07426,0.02124,0.95298,0.07953,0.26968,0.45852,-0.78237
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,5,120,0.04167,0.82729,0.48155,0.40996,0.95546,0.23164,0.07970,0.02771,0.93958,0.08051,0.27545,0.44626,-0.75590
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,6,120,0.05833,0.82383,0.46577,0.47400,0.93776,0.23067,0.08858,0.03117,0.93393,0.08221,0.26956,0.43557,-0.73686
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,7,120,0.02500,0.83304,0.47411,0.50695,0.93541,0.23325,0.07603,0.02196,0.94137,0.07754,0.28259,0.44432,-0.78491
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,8,120,0.05000,0.81213,0.45179,0.46411,0.94052,0.22740,0.08535,0.04287,0.94167,0.08076,0.29168,0.43113,-0.73373
deadzone_saturation,1.0,control_barrier_fault_tolerant_mpc,9,120,0.02500,0.81570,0.45774,0.44158,0.94794,0.22840,0.07502,0.03930,0.93571,0.08028,0.28174,0.43515,-0.75931
deadzone_saturation,1.0,domain_randomized_policy,0,120,0.04167,0.80530,0.43512,0.68898,0.87984,0.22548,0.07768,0.04970,0.94911,0.09397,0.67389,0.48202,-0.79209
deadzone_saturation,1.0,domain_randomized_policy,1,120,0.04167,0.79992,0.43720,0.70010,0.91963,0.22398,0.08667,0.05508,0.92679,0.09336,0.70462,0.48950,-0.79745
deadzone_saturation,1.0,domain_randomized_policy,2,120,0.01667,0.84618,0.49196,0.70954,0.91602,0.23693,0.04921,0.00882,0.94018,0.09292,0.70372,0.52146,-0.87282
deadzone_saturation,1.0,domain_randomized_policy,3,120,0.04167,0.82346,0.45863,0.66017,0.92324,0.23057,0.07021,0.03154,0.96429,0.09316,0.69369,0.49975,-0.81362
deadzone_saturation,1.0,domain_randomized_policy,4,120,0.05000,0.81767,0.47143,0.68517,0.88402,0.22895,0.07092,0.03733,0.94345,0.09300,0.67352,0.50362,-0.80863
deadzone_saturation,1.0,domain_randomized_policy,5,120,0.01667,0.80672,0.42768,0.65224,0.90752,0.22588,0.05518,0.04828,0.94881,0.09243,0.69285,0.47845,-0.81112
deadzone_saturation,1.0,domain_randomized_policy,6,120,0.04167,0.80451,0.41815,0.72155,0.88758,0.22526,0.07403,0.05049,0.94613,0.09350,0.67557,0.47110,-0.78776
deadzone_saturation,1.0,domain_randomized_policy,7,120,0.03333,0.80466,0.44196,0.76315,0.86666,0.22530,0.06155,0.05034,0.93601,0.09438,0.68725,0.48890,-0.81526
deadzone_saturation,1.0,domain_randomized_policy,8,120,0.02500,0.80627,0.43423,0.70149,0.89490,0.22575,0.05584,0.04873,0.93839,0.09334,0.70260,0.48636,-0.81345
deadzone_saturation,1.0,domain_randomized_policy,9,120,0.05833,0.79861,0.42054,0.68983,0.88133,0.22361,0.07297,0.05639,0.95655,0.09391,0.68392,0.47242,-0.76606
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,0,120,0.09167,0.76353,0.38423,0.37894,1.30680,0.21379,0.12760,0.09147,0.90000,0.11447,0.11663,0.36200,-0.63456
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,1,120,0.08333,0.74874,0.37173,0.38857,1.31078,0.20965,0.12934,0.10626,0.88274,0.11993,0.12274,0.35617,-0.63163
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,2,120,0.02500,0.80007,0.45268,0.41458,1.32331,0.22402,0.09167,0.05493,0.92917,0.11151,0.12076,0.40273,-0.76319
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,3,120,0.06667,0.74185,0.36905,0.38051,1.30260,0.20772,0.13608,0.11315,0.89613,0.11658,0.12345,0.35297,-0.64318
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,4,120,0.13333,0.76047,0.38065,0.39956,1.30856,0.21293,0.12983,0.09453,0.92887,0.11789,0.12239,0.35874,-0.59535
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,5,120,0.09167,0.76477,0.41220,0.34664,1.32472,0.21414,0.13388,0.09023,0.90417,0.12179,0.11857,0.37706,-0.64790
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,6,120,0.10000,0.75087,0.38810,0.41097,1.28982,0.21024,0.15043,0.10413,0.88929,0.12489,0.12409,0.36407,-0.62763
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,7,120,0.15000,0.75074,0.39375,0.45351,1.29870,0.21021,0.15488,0.10426,0.86994,0.11688,0.12510,0.37017,-0.58730
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,8,120,0.15000,0.74788,0.36339,0.40849,1.31327,0.20941,0.13456,0.10712,0.90595,0.11940,0.12469,0.35069,-0.56475
deadzone_saturation,1.0,latent_asymmetry_belief_policy_v5,9,120,0.12500,0.73568,0.36577,0.38546,1.27475,0.20599,0.15917,0.11932,0.87381,0.13029,0.12743,0.35159,-0.57827
deadzone_saturation,1.0,online_system_id,0,120,0.04167,0.78092,0.40565,0.43723,1.21611,0.21866,0.11176,0.07408,0.90565,0.12375,0.19085,0.38861,-0.71160
deadzone_saturation,1.0,online_system_id,1,120,0.10000,0.77221,0.38958,0.44639,1.27880,0.21622,0.11878,0.08279,0.92530,0.12489,0.17701,0.37589,-0.64736
