split,ablation,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
payload_contact_shift,minus_persistent_latent_memory,9,168,0.16071,0.66758,0.25234,0.18699,0.91173,0.18692,0.18375,0.18742,0.87394,0.09022,0.25889,0.30234,-0.40197
payload_contact_shift,minus_safety_aware_action_clipping,0,168,0.15476,0.65926,0.29507,0.20578,1.09593,0.18459,0.20124,0.19274,0.86650,0.13040,0.09525,0.30008,-0.43392
payload_contact_shift,minus_safety_aware_action_clipping,1,168,0.13690,0.64732,0.26190,0.19871,1.07687,0.18125,0.20511,0.20501,0.86076,0.12972,0.09436,0.28080,-0.42517
payload_contact_shift,minus_safety_aware_action_clipping,2,168,0.20833,0.65421,0.25425,0.18360,1.07486,0.18318,0.20669,0.19898,0.87691,0.13224,0.08788,0.27508,-0.34966
payload_contact_shift,minus_safety_aware_action_clipping,3,168,0.17262,0.64835,0.25043,0.19521,1.06661,0.18154,0.21829,0.20447,0.87181,0.12948,0.09094,0.27308,-0.38218
payload_contact_shift,minus_safety_aware_action_clipping,4,168,0.08929,0.67011,0.29337,0.19791,1.10553,0.18763,0.15895,0.18201,0.87096,0.13137,0.09428,0.30010,-0.50201
payload_contact_shift,minus_safety_aware_action_clipping,5,168,0.19048,0.66611,0.28678,0.18637,1.10138,0.18651,0.19998,0.18647,0.87776,0.12530,0.08513,0.29414,-0.39306
payload_contact_shift,minus_safety_aware_action_clipping,6,168,0.15476,0.65528,0.26084,0.20149,1.12032,0.18348,0.19555,0.19662,0.87883,0.13110,0.09386,0.27988,-0.41453
payload_contact_shift,minus_safety_aware_action_clipping,7,168,0.17262,0.63138,0.22109,0.21221,1.03559,0.17679,0.20103,0.22191,0.84460,0.12957,0.09591,0.25634,-0.35806
payload_contact_shift,minus_safety_aware_action_clipping,8,168,0.14881,0.63722,0.22194,0.18984,1.06773,0.17842,0.21630,0.21579,0.84991,0.12805,0.09273,0.25685,-0.38352
payload_contact_shift,minus_safety_aware_action_clipping,9,168,0.16667,0.63475,0.21832,0.18978,1.10661,0.17773,0.20326,0.21823,0.86182,0.13179,0.09052,0.25414,-0.36631
payload_contact_shift,minus_sign_specific_asymmetry,0,168,0.08929,0.73388,0.35098,0.22052,0.89685,0.20549,0.12925,0.12112,0.90838,0.09208,0.09155,0.33571,-0.54734
payload_contact_shift,minus_sign_specific_asymmetry,1,168,0.12500,0.68148,0.26871,0.20245,0.85613,0.19081,0.16738,0.17352,0.86033,0.09632,0.09175,0.28653,-0.43602
payload_contact_shift,minus_sign_specific_asymmetry,2,168,0.05357,0.72545,0.34035,0.17860,0.89655,0.20313,0.11821,0.12955,0.90646,0.09330,0.08369,0.32716,-0.56638
payload_contact_shift,minus_sign_specific_asymmetry,3,168,0.11905,0.70080,0.29401,0.20203,0.86583,0.19622,0.17393,0.15420,0.90497,0.09400,0.08945,0.30110,-0.46681
payload_contact_shift,minus_sign_specific_asymmetry,4,168,0.08333,0.71767,0.31973,0.19380,0.89198,0.20095,0.14238,0.13733,0.92581,0.09302,0.08882,0.31657,-0.52549
payload_contact_shift,minus_sign_specific_asymmetry,5,168,0.12500,0.69998,0.31569,0.20643,0.88654,0.19599,0.16015,0.15502,0.89732,0.09455,0.08946,0.31313,-0.47504
payload_contact_shift,minus_sign_specific_asymmetry,6,168,0.05952,0.72484,0.32993,0.21609,0.92388,0.20295,0.12827,0.13016,0.91837,0.08969,0.08636,0.32132,-0.56327
payload_contact_shift,minus_sign_specific_asymmetry,7,168,0.16071,0.69735,0.30230,0.22085,0.86339,0.19526,0.18289,0.15765,0.88712,0.09268,0.08681,0.30569,-0.43024
payload_contact_shift,minus_sign_specific_asymmetry,8,168,0.09524,0.69134,0.28040,0.20754,0.86740,0.19358,0.14352,0.16366,0.88095,0.09196,0.09421,0.29329,-0.47927
payload_contact_shift,minus_sign_specific_asymmetry,9,168,0.11905,0.68050,0.25085,0.19491,0.90405,0.19054,0.17796,0.17450,0.89668,0.09289,0.08614,0.27432,-0.43563
payload_contact_shift,minus_thermal_drift_update,0,168,0.12500,0.72356,0.33588,0.20087,0.98923,0.20260,0.16030,0.13144,0.89435,0.09256,0.08566,0.32530,-0.50208
payload_contact_shift,minus_thermal_drift_update,1,168,0.11310,0.68596,0.28444,0.20232,0.95255,0.19207,0.17781,0.16904,0.87819,0.10021,0.09598,0.29599,-0.46777
payload_contact_shift,minus_thermal_drift_update,2,168,0.11905,0.68911,0.30251,0.18275,0.95128,0.19295,0.18310,0.16589,0.88265,0.09894,0.08807,0.30542,-0.46983
payload_contact_shift,minus_thermal_drift_update,3,168,0.10714,0.67997,0.28656,0.20443,0.92891,0.19039,0.18338,0.17503,0.84991,0.10205,0.09529,0.29728,-0.46949
payload_contact_shift,minus_thermal_drift_update,4,168,0.14286,0.70592,0.31994,0.19289,0.96964,0.19766,0.18821,0.14908,0.88095,0.09767,0.08898,0.31693,-0.46525
payload_contact_shift,minus_thermal_drift_update,5,168,0.10714,0.70978,0.32717,0.18458,0.98149,0.19874,0.16599,0.14522,0.88095,0.09392,0.08237,0.31935,-0.50563
payload_contact_shift,minus_thermal_drift_update,6,168,0.08929,0.70588,0.29911,0.19654,0.98598,0.19765,0.15311,0.14912,0.89626,0.09520,0.08761,0.30417,-0.50942
payload_contact_shift,minus_thermal_drift_update,7,168,0.14881,0.67909,0.26743,0.21349,0.93486,0.19014,0.18525,0.17591,0.87479,0.09698,0.09230,0.28442,-0.41959
payload_contact_shift,minus_thermal_drift_update,8,168,0.11310,0.68229,0.27232,0.20353,0.95198,0.19104,0.16092,0.17271,0.89605,0.09865,0.09437,0.28761,-0.46051
payload_contact_shift,minus_thermal_drift_update,9,168,0.13690,0.65947,0.23937,0.19702,0.97400,0.18465,0.18106,0.19553,0.87054,0.09935,0.09102,0.26785,-0.40830
payload_contact_shift,no_belief_uncertainty,0,168,0.07738,0.72509,0.35927,0.22025,0.97584,0.20303,0.14413,0.12991,0.89668,0.09691,0.09758,0.34134,-0.56694
payload_contact_shift,no_belief_uncertainty,1,168,0.10714,0.68656,0.28741,0.20770,0.94834,0.19224,0.17360,0.16844,0.87500,0.09959,0.10284,0.29890,-0.47655
payload_contact_shift,no_belief_uncertainty,2,168,0.17262,0.69104,0.30102,0.18652,0.95720,0.19349,0.19908,0.16396,0.88159,0.10130,0.09423,0.30525,-0.41760
payload_contact_shift,no_belief_uncertainty,3,168,0.13095,0.68249,0.29103,0.20575,0.93551,0.19110,0.18275,0.17251,0.86756,0.10060,0.09915,0.30094,-0.45129
payload_contact_shift,no_belief_uncertainty,4,168,0.10714,0.70122,0.31186,0.19703,0.97197,0.19634,0.16640,0.15378,0.89413,0.09928,0.09590,0.31272,-0.49678
payload_contact_shift,no_belief_uncertainty,5,168,0.15476,0.69821,0.29911,0.19323,0.96321,0.19550,0.18051,0.15679,0.88563,0.09651,0.08851,0.30363,-0.43827
payload_contact_shift,no_belief_uncertainty,6,168,0.11905,0.70227,0.30867,0.21049,0.97533,0.19664,0.17547,0.15273,0.88648,0.09710,0.10080,0.31084,-0.48576
payload_contact_shift,no_belief_uncertainty,7,168,0.17262,0.68302,0.26509,0.21803,0.94243,0.19125,0.18395,0.17198,0.89690,0.09828,0.09682,0.28457,-0.39886
payload_contact_shift,no_belief_uncertainty,8,168,0.15476,0.67646,0.28210,0.20406,0.94216,0.18941,0.20148,0.17854,0.87096,0.10007,0.10050,0.29516,-0.42070
payload_contact_shift,no_belief_uncertainty,9,168,0.14286,0.66574,0.24617,0.19649,0.97916,0.18641,0.19202,0.18926,0.86352,0.10177,0.09503,0.27254,-0.40877
payload_contact_shift,scalar_only_latent_gain,0,168,0.08333,0.74418,0.36969,0.23930,0.88715,0.20837,0.13700,0.11082,0.91050,0.08889,0.08837,0.34721,-0.56995
payload_contact_shift,scalar_only_latent_gain,1,168,0.08929,0.70470,0.30060,0.22358,0.83422,0.19732,0.15099,0.15030,0.89753,0.08934,0.09016,0.30541,-0.50233
payload_contact_shift,scalar_only_latent_gain,2,168,0.10119,0.72810,0.34014,0.18962,0.85881,0.20387,0.14685,0.12690,0.91199,0.08975,0.08512,0.32700,-0.51878
payload_contact_shift,scalar_only_latent_gain,3,168,0.08929,0.70438,0.28444,0.20869,0.82991,0.19723,0.13647,0.15062,0.90838,0.09007,0.09127,0.29456,-0.49085
payload_contact_shift,scalar_only_latent_gain,4,168,0.10119,0.76098,0.36246,0.19864,0.87941,0.21307,0.12410,0.09402,0.92878,0.08703,0.08102,0.34289,-0.54733
payload_contact_shift,scalar_only_latent_gain,5,168,0.08333,0.71604,0.30591,0.22279,0.86041,0.20049,0.15218,0.13896,0.91837,0.09095,0.08551,0.30782,-0.51829
payload_contact_shift,scalar_only_latent_gain,6,168,0.08333,0.72175,0.30527,0.23615,0.88304,0.20209,0.14668,0.13325,0.92113,0.09012,0.08979,0.30823,-0.52443
payload_contact_shift,scalar_only_latent_gain,7,168,0.12500,0.70042,0.30038,0.23160,0.82599,0.19612,0.15187,0.15458,0.89690,0.08919,0.08589,0.30382,-0.46519
payload_contact_shift,scalar_only_latent_gain,8,168,0.11310,0.68648,0.29294,0.21535,0.82405,0.19221,0.17553,0.16852,0.88988,0.08987,0.09023,0.30012,-0.46494
payload_contact_shift,scalar_only_latent_gain,9,168,0.12500,0.67994,0.27551,0.21370,0.85359,0.19038,0.16489,0.17506,0.87479,0.09182,0.08988,0.28907,-0.44173
